,PS_COMEDOR-ID1-anho,PS_COMEDOR-HHID-identificacion_cuestionario_del_hogar,PS_COMEDOR-HVIDX-numero_de_orden_en_el_hogar,PS_COMEDOR-QHCLUSTER-conglomerado,PS_COMEDOR-QHNUMBER-vivienda_seleccionada,PS_COMEDOR-QHHOME-hogar_seleccionado,PS_COMEDOR-PS104_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_COMEDOR-PS104_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_COMEDOR-PS104_1S-alguien_mas_es_beneficiario,PS_COMEDOR-PS5-numero_de_orden,PS_COMEDOR-PS104_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_COMEDOR-PS104_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_COMEDOR-PS104_1S-alguien_mas_es_beneficiario_LABEL
417,2019,114703601,6,1147,36,1,5,98,1,5,5,No sabe,Si
418,2019,114703601,7,1147,36,1,5,98,1,6,5,No sabe,Si
419,2019,114703601,8,1147,36,1,3,98,1,7,3,No sabe,Si
420,2019,114703601,9,1147,36,1,1,98,2,8,1,No sabe,No
421,2019,114703701,1,1147,37,1,2,1,2,1,2,1,No
422,2019,114704101,1,1147,41,1,10,0,1,1,10,0,Si
423,2019,114704101,2,1147,41,1,9,0,1,2,9,0,Si
424,2019,114704101,3,1147,41,1,6,0,1,3,6,0,Si
425,2019,114704101,4,1147,41,1,5,0,1,4,5,0,Si
426,2019,114704101,5,1147,41,1,3,0,1,5,3,0,Si
427,2019,114704101,6,1147,41,1,1,0,2,6,1,0,No
428,2019,118508001,1,1185,80,1,3,0,2,1,3,0,No
429,2019,121802101,1,1218,21,1,8,0,2,1,8,0,No
430,2019,122700601,1,1227,6,1,14,0,2,1,14,0,No
431,2019,122702301,1,1227,23,1,17,0,2,1,17,0,No
432,2019,122702701,2,1227,27,1,12,0,2,1,12,0,No
433,2019,122703001,2,1227,30,1,5,6,2,1,5,6,No
434,2019,123213801,4,1232,138,1,0,8,1,1,0,8,Si
435,2019,123213801,5,1232,138,1,0,8,1,2,0,8,Si
436,2019,123213801,6,1232,138,1,0,8,2,3,0,8,No
437,2019,123304001,2,1233,40,1,2,0,2,1,2,0,No
438,2019,123712001,2,1237,120,1,19,0,2,1,19,0,No
439,2019,123901301,2,1239,13,1,1,1,2,1,1,1,No
440,2019,123903101,2,1239,31,1,5,0,2,1,5,0,No
441,2019,124300701,2,1243,7,1,1,11,2,1,1,11,No
442,2019,124305601,2,1243,56,1,4,3,2,1,4,3,No
443,2019,124306701,2,1243,67,1,2,0,2,1,2,0,No
444,2019,124400801,2,1244,8,1,5,0,2,1,5,0,No
445,2019,124401201,3,1244,12,1,4,0,2,1,4,0,No
446,2019,124403101,2,1244,31,1,1,0,2,1,1,0,No
447,2019,124404201,2,1244,42,1,4,6,2,1,4,6,No
448,2019,124405401,1,1244,54,1,6,0,2,1,6,0,No
449,2019,124805301,2,1248,53,1,0,1,2,1,0,1,No
450,2019,125206601,2,1252,66,1,1,0,2,1,1,0,No
451,2019,126100501,2,1261,5,1,1,0,2,1,1,0,No
452,2019,126103901,1,1261,39,1,2,0,2,1,2,0,No
453,2019,126106201,2,1261,62,1,1,0,2,1,1,0,No
454,2019,126206301,2,1262,63,1,10,2,2,1,10,2,No
455,2019,126210401,2,1262,104,1,8,4,2,1,8,4,No
456,2019,126300301,3,1263,3,1,1,7,2,1,1,7,No
457,2019,126300401,1,1263,4,1,5,0,2,1,5,0,No
458,2019,126300501,2,1263,5,1,8,0,2,1,8,0,No
459,2019,126300701,2,1263,7,1,4,0,2,1,4,0,No
460,2019,126300801,2,1263,8,1,3,0,2,1,3,0,No
461,2019,126301101,2,1263,11,1,8,0,2,1,8,0,No
462,2019,126301201,1,1263,12,1,10,0,2,1,10,0,No
463,2019,126400501,1,1264,5,1,0,10,2,1,0,10,No
464,2019,126401201,2,1264,12,1,0,4,2,1,0,4,No
465,2019,126401401,2,1264,14,1,2,0,2,1,2,0,No
466,2019,126401501,1,1264,15,1,5,5,2,1,5,5,No
467,2019,126401601,1,1264,16,1,1,4,2,1,1,4,No
468,2019,126401801,2,1264,18,1,2,0,2,1,2,0,No
469,2019,126401901,2,1264,19,1,1,3,2,1,1,3,No
470,2019,126503001,2,1265,30,1,0,1,2,1,0,1,No
471,2019,126503101,1,1265,31,1,0,4,2,1,0,4,No
472,2019,126506001,2,1265,60,1,2,4,2,1,2,4,No
473,2019,126506301,2,1265,63,1,1,6,2,1,1,6,No
474,2019,126507801,2,1265,78,1,1,0,2,1,1,0,No
475,2019,126703301,2,1267,33,1,0,5,2,1,0,5,No
476,2019,126703501,2,1267,35,1,2,5,2,1,2,5,No
477,2019,130803701,1,1308,37,1,5,0,1,1,5,0,Si
478,2019,130803701,3,1308,37,1,1,0,2,2,1,0,No
479,2019,130803901,1,1308,39,1,1,0,1,1,1,0,Si
480,2019,130803901,2,1308,39,1,1,0,1,2,1,0,Si
481,2019,130803901,3,1308,39,1,1,0,1,3,1,0,Si
482,2019,130803901,4,1308,39,1,1,0,2,4,1,0,No
483,2019,130807601,1,1308,76,1,1,0,1,1,1,0,Si
484,2019,130807601,2,1308,76,1,1,0,1,2,1,0,Si
485,2019,130807601,3,1308,76,1,1,0,1,3,1,0,Si
486,2019,130807601,4,1308,76,1,1,0,2,4,1,0,No
487,2019,131105101,1,1311,51,1,19,0,1,1,19,0,Si
488,2019,131105101,3,1311,51,1,7,0,2,2,7,0,No
489,2019,131408101,5,1314,81,1,2,0,2,1,2,0,No
490,2019,131412001,2,1314,120,1,13,0,2,1,13,0,No
491,2019,131618501,2,1316,185,1,3,0,2,1,3,0,No
492,2019,132604101,1,1326,41,1,6,0,1,1,6,0,Si
493,2019,132604101,2,1326,41,1,5,0,1,2,5,0,Si
494,2019,132604101,3,1326,41,1,5,0,1,3,5,0,Si
495,2019,132604101,4,1326,41,1,1,0,2,4,1,0,No
496,2019,132604301,2,1326,43,1,5,0,2,1,5,0,No
497,2019,132604501,3,1326,45,1,2,0,1,1,2,0,Si
498,2019,132604501,4,1326,45,1,1,0,2,2,1,0,No
499,2019,132616001,2,1326,160,1,7,0,2,1,7,0,No
500,2019,132722101,2,1327,221,1,1,0,2,1,1,0,No
501,2019,132722201,1,1327,222,1,0,1,1,1,0,1,Si
502,2019,132722201,2,1327,222,1,0,1,2,2,0,1,No
503,2019,132722301,2,1327,223,1,0,2,2,1,0,2,No
504,2019,133408901,2,1334,89,1,3,0,2,1,3,0,No
505,2019,133414601,2,1334,146,1,3,0,2,1,3,0,No
506,2019,138002201,2,1380,22,1,15,0,2,1,15,0,No
507,2019,140703901,2,1407,39,1,2,0,2,1,2,0,No
508,2019,141110001,2,1411,100,1,8,0,2,1,8,0,No
509,2019,141512701,3,1415,127,1,1,0,2,1,1,0,No
510,2019,144312501,2,1443,125,1,10,0,2,1,10,0,No
511,2019,145507801,4,1455,78,1,0,6,1,1,0,6,Si
512,2019,145507801,5,1455,78,1,0,6,2,2,0,6,No
513,2019,146212301,2,1462,123,1,10,5,2,1,10,5,No
514,2019,146807801,1,1468,78,1,2,0,2,1,2,0,No
515,2019,146905101,2,1469,51,1,4,1,2,1,4,1,No
516,2019,149903701,2,1499,37,1,10,5,2,1,10,5,No
517,2019,149903901,2,1499,39,1,15,5,1,1,15,5,Si
518,2019,149903901,3,1499,39,1,2,5,2,2,2,5,No
519,2019,149904601,1,1499,46,1,6,5,2,1,6,5,No
520,2019,149904701,3,1499,47,1,1,5,2,1,1,5,No
521,2019,150100101,2,1501,1,1,4,3,2,1,4,3,No
522,2019,150100301,2,1501,3,1,15,3,1,1,15,3,Si
523,2019,150100301,4,1501,3,1,5,3,2,2,5,3,No
524,2019,150100401,2,1501,4,1,2,1,1,1,2,1,Si
525,2019,150100401,3,1501,4,1,2,1,2,2,2,1,No
526,2019,150106201,1,1501,62,1,4,2,2,1,4,2,No
527,2019,150107601,1,1501,76,1,1,3,2,1,1,3,No
528,2019,150107901,2,1501,79,1,14,3,2,1,14,3,No
529,2019,153709901,2,1537,99,1,3,0,2,1,3,0,No
530,2019,155101201,2,1551,12,1,0,1,2,1,0,1,No
531,2019,155704601,1,1557,46,1,1,0,2,1,1,0,No
532,2019,155804901,2,1558,49,1,2,2,2,1,2,2,No
533,2019,155913601,2,1559,136,1,2,1,2,1,2,1,No
534,2019,156110501,1,1561,105,1,0,1,2,1,0,1,No
535,2019,156308001,2,1563,80,1,10,2,2,1,10,2,No
536,2019,156308301,5,1563,83,1,5,0,2,1,5,0,No
537,2019,156604601,2,1566,46,1,3,0,2,1,3,0,No
538,2019,156604701,2,1566,47,1,10,1,2,1,10,1,No
539,2019,156605001,1,1566,50,1,7,0,2,1,7,0,No
540,2019,156612201,2,1566,122,1,0,1,2,1,0,1,No
541,2019,156612401,1,1566,124,1,0,1,2,1,0,1,No
542,2019,157511401,2,1575,114,1,2,0,2,1,2,0,No
543,2019,163100901,1,1631,9,1,0,2,2,1,0,2,No
544,2019,163102901,2,1631,29,1,1,10,2,1,1,10,No
545,2019,163103901,2,1631,39,1,2,0,2,1,2,0,No
546,2019,163209801,2,1632,98,1,0,1,2,1,0,1,No
547,2019,163606201,2,1636,62,1,2,7,2,1,2,7,No
548,2019,164903201,2,1649,32,1,2,0,2,1,2,0,No
549,2019,165200501,2,1652,5,1,2,0,2,1,2,0,No
550,2019,166100501,2,1661,5,1,1,6,2,1,1,6,No
551,2019,166110001,2,1661,100,1,3,0,2,1,3,0,No
552,2019,166110101,2,1661,101,1,2,6,2,1,2,6,No
553,2019,166201701,2,1662,17,1,9,5,2,1,9,5,No
554,2019,167211901,2,1672,119,1,3,0,2,1,3,0,No
555,2019,168106101,2,1681,61,1,0,2,2,1,0,2,No
556,2019,168106801,2,1681,68,1,1,6,2,1,1,6,No
557,2019,169404201,2,1694,42,1,2,0,2,1,2,0,No
558,2019,171904601,1,1719,46,1,15,0,1,1,15,0,Si
559,2019,171904601,2,1719,46,1,15,0,1,2,15,0,Si
560,2019,171904601,3,1719,46,1,14,0,1,3,14,0,Si
561,2019,171904601,4,1719,46,1,11,0,1,4,11,0,Si
562,2019,171904601,5,1719,46,1,9,0,2,5,9,0,No
563,2019,171904801,1,1719,48,1,15,0,1,1,15,0,Si
564,2019,171904801,2,1719,48,1,15,0,1,2,15,0,Si
565,2019,171904801,3,1719,48,1,14,0,1,3,14,0,Si
566,2019,171904801,4,1719,48,1,6,0,2,4,6,0,No
567,2019,171905501,1,1719,55,1,10,0,1,1,10,0,Si
568,2019,171905501,2,1719,55,1,10,0,1,2,10,0,Si
569,2019,171905501,3,1719,55,1,10,0,2,3,10,0,No
570,2019,171908901,1,1719,89,1,6,0,1,1,6,0,Si
571,2019,171908901,2,1719,89,1,6,0,1,2,6,0,Si
572,2019,171908901,3,1719,89,1,6,0,1,3,6,0,Si
573,2019,171908901,4,1719,89,1,6,0,1,4,6,0,Si
574,2019,171908901,5,1719,89,1,6,0,1,5,6,0,Si
575,2019,171908901,6,1719,89,1,5,6,1,6,5,6,Si
576,2019,171908901,7,1719,89,1,3,10,2,7,3,10,No
577,2019,172103301,2,1721,33,1,0,3,2,1,0,3,No
578,2019,172815601,2,1728,156,1,1,0,2,1,1,0,No
579,2019,173001601,1,1730,16,1,98,98,2,1,No sabe,No sabe,No
580,2019,173002701,1,1730,27,1,2,0,2,1,2,0,No
581,2019,173002901,2,1730,29,1,5,0,2,1,5,0,No
582,2019,173500101,2,1735,1,1,5,0,2,1,5,0,No
583,2019,173500401,2,1735,4,1,1,0,2,1,1,0,No
584,2019,173505201,1,1735,52,1,0,2,1,1,0,2,Si
585,2019,173505201,2,1735,52,1,0,2,1,2,0,2,Si
586,2019,173505201,4,1735,52,1,0,2,2,3,0,2,No
587,2019,173600501,2,1736,5,1,5,0,2,1,5,0,No
588,2019,173602901,1,1736,29,1,2,0,2,1,2,0,No
589,2019,174112601,2,1741,126,1,0,2,2,1,0,2,No
590,2019,174208101,1,1742,81,1,2,0,2,1,2,0,No
591,2019,174507401,2,1745,74,1,2,0,2,1,2,0,No
592,2019,174802301,1,1748,23,1,15,11,2,1,15,11,No
593,2019,174804201,2,1748,42,1,0,6,2,1,0,6,No
594,2019,175208101,2,1752,81,1,0,1,2,1,0,1,No
595,2019,176002901,2,1760,29,1,5,0,2,1,5,0,No
596,2019,176507901,2,1765,79,1,5,10,2,1,5,10,No
597,2019,176800901,2,1768,9,1,1,3,2,1,1,3,No
598,2019,176801201,2,1768,12,1,5,11,2,1,5,11,No
599,2019,176913401,2,1769,134,1,2,0,2,1,2,0,No
600,2019,177002201,2,1770,22,1,0,6,2,1,0,6,No
601,2019,177006301,2,1770,63,1,0,2,2,1,0,2,No
602,2019,177007701,2,1770,77,1,4,0,2,1,4,0,No
603,2019,177702301,1,1777,23,1,2,10,2,1,2,10,No
604,2019,177702701,2,1777,27,1,2,0,2,1,2,0,No
605,2019,177801001,2,1778,10,1,0,10,2,1,0,10,No
606,2019,177804701,2,1778,47,1,18,0,2,1,18,0,No
607,2019,177804801,2,1778,48,1,0,1,2,1,0,1,No
608,2019,177901501,2,1779,15,1,0,3,2,1,0,3,No
609,2019,177901601,2,1779,16,1,1,0,2,1,1,0,No
610,2019,177901801,1,1779,18,1,7,0,2,1,7,0,No
611,2019,177901901,2,1779,19,1,5,0,2,1,5,0,No
612,2019,177908401,2,1779,84,1,0,1,2,1,0,1,No
613,2019,177908501,1,1779,85,1,0,1,2,1,0,1,No
614,2019,177908601,2,1779,86,1,19,0,2,1,19,0,No
615,2019,178000701,1,1780,7,1,0,2,2,1,0,2,No
616,2019,178108201,2,1781,82,1,11,0,2,1,11,0,No
617,2019,178108401,1,1781,84,1,2,1,2,1,2,1,No
618,2019,178108601,2,1781,86,1,0,8,2,1,0,8,No
619,2019,178111101,1,1781,111,1,3,0,2,1,3,0,No
620,2019,178111301,1,1781,113,1,0,10,2,1,0,10,No
621,2019,178804701,2,1788,47,1,9,0,2,1,9,0,No
622,2019,179102101,2,1791,21,1,10,98,2,1,10,No sabe,No
623,2019,179102801,2,1791,28,1,15,0,2,1,15,0,No
624,2019,179310001,2,1793,100,1,10,7,2,1,10,7,No
625,2019,181703201,1,1817,32,1,1,6,1,1,1,6,Si
626,2019,181703201,2,1817,32,1,1,6,1,2,1,6,Si
627,2019,181703201,3,1817,32,1,1,6,1,3,1,6,Si
628,2019,181703201,4,1817,32,1,1,6,2,4,1,6,No
629,2019,183808401,1,1838,84,1,0,2,2,1,0,2,No
630,2019,184900901,1,1849,9,1,1,10,2,1,1,10,No
631,2019,184907201,2,1849,72,1,10,0,2,1,10,0,No
632,2019,185001001,2,1850,10,1,0,3,2,1,0,3,No
633,2019,185003901,2,1850,39,1,4,7,2,1,4,7,No
634,2019,187302701,2,1873,27,1,19,0,2,1,19,0,No
635,2019,187305301,2,1873,53,1,2,0,2,1,2,0,No
636,2019,187707701,2,1877,77,1,1,0,2,1,1,0,No
637,2019,187710201,2,1877,102,1,1,0,2,1,1,0,No
638,2019,188403601,2,1884,36,1,15,0,2,1,15,0,No
639,2019,188604001,2,1886,40,1,0,10,2,1,0,10,No
640,2019,188606402,2,1886,64,2,2,0,2,1,2,0,No
641,2019,188805701,2,1888,57,1,98,98,2,1,No sabe,No sabe,No
642,2019,188805901,2,1888,59,1,8,0,2,1,8,0,No
643,2019,188900201,1,1889,2,1,98,98,2,1,No sabe,No sabe,No
644,2019,188900301,2,1889,3,1,2,0,2,1,2,0,No
645,2019,189104601,2,1891,46,1,5,0,2,1,5,0,No
646,2019,189105201,1,1891,52,1,1,0,2,1,1,0,No
647,2019,189201101,2,1892,11,1,7,0,2,1,7,0,No
648,2019,189201601,1,1892,16,1,16,0,2,1,16,0,No
649,2019,189202001,1,1892,20,1,10,0,2,1,10,0,No
650,2019,189202101,1,1892,21,1,1,0,2,1,1,0,No
651,2019,189202601,1,1892,26,1,98,98,2,1,No sabe,No sabe,No
652,2019,189202701,2,1892,27,1,10,0,2,1,10,0,No
653,2019,189202801,1,1892,28,1,98,98,2,1,No sabe,No sabe,No
654,2019,189301201,2,1893,12,1,3,0,2,1,3,0,No
655,2019,189301401,2,1893,14,1,5,0,1,1,5,0,Si
656,2019,189301401,4,1893,14,1,0,6,2,2,0,6,No
657,2019,189301501,2,1893,15,1,6,0,2,1,6,0,No
658,2019,189303001,2,1893,30,1,3,0,2,1,3,0,No
659,2019,189303101,2,1893,31,1,1,0,2,1,1,0,No
660,2019,189303301,2,1893,33,1,1,0,2,1,1,0,No
661,2019,189402601,2,1894,26,1,10,0,2,1,10,0,No
662,2019,189407801,2,1894,78,1,0,3,2,1,0,3,No
663,2019,189408001,1,1894,80,1,0,4,2,1,0,4,No
664,2019,189408101,2,1894,81,1,1,0,2,1,1,0,No
665,2019,189702901,1,1897,29,1,2,0,2,1,2,0,No
666,2019,190400601,2,1904,6,1,15,0,2,1,15,0,No
667,2019,190400701,2,1904,7,1,10,0,2,1,10,0,No
668,2019,190400901,1,1904,9,1,15,0,2,1,15,0,No
669,2019,190401001,2,1904,10,1,15,0,2,1,15,0,No
670,2019,190401901,2,1904,19,1,0,6,2,1,0,6,No
671,2019,190402901,1,1904,29,1,1,0,2,1,1,0,No
672,2019,190403001,1,1904,30,1,98,98,2,1,No sabe,No sabe,No
673,2019,190403101,1,1904,31,1,3,0,2,1,3,0,No
674,2019,190403301,1,1904,33,1,1,0,2,1,1,0,No
675,2019,190403501,1,1904,35,1,6,0,2,1,6,0,No
676,2019,190501901,2,1905,19,1,15,0,2,1,15,0,No
677,2019,190503301,2,1905,33,1,3,0,2,1,3,0,No
678,2019,190506101,2,1905,61,1,1,0,2,1,1,0,No
679,2019,190506201,2,1905,62,1,5,0,2,1,5,0,No
680,2019,190701501,2,1907,15,1,3,0,2,1,3,0,No
681,2019,190703901,2,1907,39,1,6,0,2,1,6,0,No
682,2019,190704901,1,1907,49,1,5,0,2,1,5,0,No
683,2019,190800701,2,1908,7,1,3,3,2,1,3,3,No
684,2019,190806001,1,1908,60,1,3,2,2,1,3,2,No
685,2019,190901101,2,1909,11,1,14,0,2,1,14,0,No
686,2019,190901201,2,1909,12,1,1,0,2,1,1,0,No
687,2019,190901301,2,1909,13,1,0,1,2,1,0,1,No
688,2019,190901401,2,1909,14,1,3,0,2,1,3,0,No
689,2019,190901501,2,1909,15,1,6,0,2,1,6,0,No
690,2019,190905601,2,1909,56,1,14,0,2,1,14,0,No
691,2019,190905801,2,1909,58,1,7,0,2,1,7,0,No
692,2019,190905901,2,1909,59,1,7,0,2,1,7,0,No
693,2019,190906001,1,1909,60,1,18,0,2,1,18,0,No
694,2019,190906401,2,1909,64,1,3,0,2,1,3,0,No
695,2019,190906501,2,1909,65,1,2,0,2,1,2,0,No
696,2019,190906601,2,1909,66,1,10,0,2,1,10,0,No
697,2019,190906801,2,1909,68,1,5,0,2,1,5,0,No
698,2019,191101001,1,1911,10,1,2,0,2,1,2,0,No
699,2019,191102301,1,1911,23,1,98,98,2,1,No sabe,No sabe,No
700,2019,191105601,2,1911,56,1,2,0,2,1,2,0,No
701,2019,191106001,1,1911,60,1,0,1,2,1,0,1,No
702,2019,191106101,2,1911,61,1,0,2,2,1,0,2,No
703,2019,191106201,2,1911,62,1,4,0,2,1,4,0,No
704,2019,192506901,1,1925,69,1,5,0,2,1,5,0,No
705,2019,193100701,1,1931,7,1,4,6,2,1,4,6,No
706,2019,193107901,2,1931,79,1,2,0,2,1,2,0,No
707,2019,193700301,2,1937,3,1,10,0,2,1,10,0,No
708,2019,193700401,2,1937,4,1,10,7,2,1,10,7,No
709,2019,193700501,2,1937,5,1,1,0,2,1,1,0,No
710,2019,193701301,6,1937,13,1,15,5,2,1,15,5,No
711,2019,193701401,2,1937,14,1,4,0,2,1,4,0,No
712,2019,193701501,1,1937,15,1,18,1,2,1,18,1,No
713,2019,193701601,2,1937,16,1,2,0,2,1,2,0,No
714,2019,193800101,1,1938,1,1,15,98,2,1,15,No sabe,No
715,2019,193800401,2,1938,4,1,10,0,2,1,10,0,No
716,2019,193804701,2,1938,47,1,1,0,2,1,1,0,No
717,2019,194100101,2,1941,1,1,2,0,2,1,2,0,No
718,2019,194100301,2,1941,3,1,1,6,2,1,1,6,No
719,2019,194101201,2,1941,12,1,5,0,2,1,5,0,No
720,2019,194101401,2,1941,14,1,1,0,2,1,1,0,No
721,2019,194101501,1,1941,15,1,16,98,2,1,16,No sabe,No
722,2019,194101601,2,1941,16,1,18,0,2,1,18,0,No
723,2019,194101801,2,1941,18,1,10,0,2,1,10,0,No
724,2019,194101901,1,1941,19,1,3,2,2,1,3,2,No
725,2019,194102001,2,1941,20,1,15,0,2,1,15,0,No
726,2019,194307501,2,1943,75,1,1,10,2,1,1,10,No
727,2019,194307601,2,1943,76,1,12,98,2,1,12,No sabe,No
728,2019,194314401,2,1943,144,1,18,0,2,1,18,0,No
729,2019,194314501,2,1943,145,1,10,0,2,1,10,0,No
730,2019,194314601,2,1943,146,1,4,6,2,1,4,6,No
731,2019,194314701,2,1943,147,1,19,1,2,1,19,1,No
732,2019,194508201,2,1945,82,1,6,0,2,1,6,0,No
733,2019,194603401,1,1946,34,1,1,7,2,1,1,7,No
734,2019,194603501,2,1946,35,1,1,0,2,1,1,0,No
735,2019,194603701,1,1946,37,1,2,0,2,1,2,0,No
736,2019,194607301,2,1946,73,1,1,0,1,1,1,0,Si
737,2019,194607301,4,1946,73,1,1,0,2,2,1,0,No
738,2019,196002601,1,1960,26,1,2,0,1,1,2,0,Si
739,2019,196002601,2,1960,26,1,4,0,2,2,4,0,No
740,2019,196004201,2,1960,42,1,15,0,2,1,15,0,No
741,2019,196004301,2,1960,43,1,2,0,2,1,2,0,No
742,2019,196004501,2,1960,45,1,8,98,2,1,8,No sabe,No
743,2019,196005301,1,1960,53,1,19,98,2,1,19,No sabe,No
744,2019,196409301,3,1964,93,1,0,1,1,1,0,1,Si
745,2019,196409301,4,1964,93,1,0,1,2,2,0,1,No
746,2019,196610201,2,1966,102,1,10,4,1,1,10,4,Si
747,2019,196610201,3,1966,102,1,8,2,1,2,8,2,Si
748,2019,196610201,4,1966,102,1,8,3,2,3,8,3,No
749,2019,196610203,2,1966,102,3,5,4,1,1,5,4,Si
750,2019,196610203,3,1966,102,3,4,4,1,2,4,4,Si
751,2019,196610203,4,1966,102,3,3,4,2,3,3,4,No
752,2019,197716001,1,1977,160,1,16,0,1,1,16,0,Si
753,2019,197716001,2,1977,160,1,0,8,2,2,0,8,No
754,2019,197813001,3,1978,130,1,3,7,2,1,3,7,No
755,2019,198509901,1,1985,99,1,1,6,1,1,1,6,Si
756,2019,198509901,2,1985,99,1,1,6,2,2,1,6,No
757,2019,200903401,2,2009,34,1,0,1,2,1,0,1,No
758,2019,206601201,2,2066,12,1,2,9,2,1,2,9,No
759,2019,206601501,2,2066,15,1,0,5,2,1,0,5,No
760,2019,207500901,1,2075,9,1,0,2,1,1,0,2,Si
761,2019,207500901,2,2075,9,1,0,2,1,2,0,2,Si
762,2019,207500901,3,2075,9,1,0,2,1,3,0,2,Si
763,2019,207500901,4,2075,9,1,0,2,1,4,0,2,Si
764,2019,207500901,5,2075,9,1,0,2,2,5,0,2,No
765,2019,207603101,1,2076,31,1,1,9,1,1,1,9,Si
766,2019,207603101,2,2076,31,1,1,9,2,2,1,9,No
767,2019,207605501,2,2076,55,1,1,9,1,1,1,9,Si
768,2019,207605501,4,2076,55,1,1,9,1,2,1,9,Si
769,2019,207605501,5,2076,55,1,1,9,2,3,1,9,No
770,2019,207605601,1,2076,56,1,6,9,1,1,6,9,Si
771,2019,207605601,2,2076,56,1,6,9,1,2,6,9,Si
772,2019,207605601,3,2076,56,1,6,9,1,3,6,9,Si
773,2019,207605601,4,2076,56,1,6,9,1,4,6,9,Si
774,2019,207605601,5,2076,56,1,6,9,1,5,6,9,Si
775,2019,207605601,6,2076,56,1,5,9,2,6,5,9,No
776,2019,207605701,1,2076,57,1,0,9,1,1,0,9,Si
777,2019,207605701,2,2076,57,1,9,1,1,2,9,1,Si
778,2019,207605701,4,2076,57,1,9,1,1,3,9,1,Si
779,2019,207605701,5,2076,57,1,4,3,2,4,4,3,No
780,2019,207605801,1,2076,58,1,0,10,1,1,0,10,Si
781,2019,207605801,2,2076,58,1,0,10,1,2,0,10,Si
782,2019,207605801,3,2076,58,1,0,10,1,3,0,10,Si
783,2019,207605801,4,2076,58,1,0,10,2,4,0,10,No
784,2019,207801401,1,2078,14,1,10,8,2,1,10,8,No
785,2019,207801501,2,2078,15,1,2,0,2,1,2,0,No
786,2019,207801701,1,2078,17,1,4,0,2,1,4,0,No
787,2019,207801801,2,2078,18,1,9,8,2,1,9,8,No
788,2019,207806201,2,2078,62,1,4,7,2,1,4,7,No
789,2019,208500401,2,2085,4,1,3,98,2,1,3,No sabe,No
790,2019,208608601,2,2086,86,1,0,6,1,1,0,6,Si
791,2019,208608601,5,2086,86,1,0,6,2,2,0,6,No
792,2019,208808301,1,2088,83,1,15,8,2,1,15,8,No
793,2019,209603301,1,2096,33,1,2,3,2,1,2,3,No
794,2019,210007101,1,2100,71,1,0,5,2,1,0,5,No
795,2019,210201801,2,2102,18,1,19,0,1,1,19,0,Si
796,2019,210201801,5,2102,18,1,3,0,2,2,3,0,No
797,2019,210202001,1,2102,20,1,9,0,2,1,9,0,No
798,2019,210202101,2,2102,21,1,18,6,2,1,18,6,No
799,2019,210202201,1,2102,22,1,1,6,2,1,1,6,No
800,2019,210202401,2,2102,24,1,18,0,2,1,18,0,No
801,2019,210202501,2,2102,25,1,6,6,2,1,6,6,No
802,2019,210209301,2,2102,93,1,19,6,2,1,19,6,No
803,2019,210600201,1,2106,2,1,1,9,2,1,1,9,No
804,2019,211207901,1,2112,79,1,6,0,2,1,6,0,No
805,2019,211301201,1,2113,12,1,0,1,2,1,0,1,No
806,2019,211301301,2,2113,13,1,0,1,2,1,0,1,No
807,2019,211500701,2,2115,7,1,2,0,2,1,2,0,No
808,2019,211502201,1,2115,22,1,0,1,2,1,0,1,No
809,2019,211507501,2,2115,75,1,15,0,2,1,15,0,No
810,2019,211507901,2,2115,79,1,1,0,2,1,1,0,No
811,2019,211601501,2,2116,15,1,6,0,2,1,6,0,No
812,2019,211601601,1,2116,16,1,2,0,2,1,2,0,No
813,2019,211601701,2,2116,17,1,0,6,2,1,0,6,No
814,2019,211601801,2,2116,18,1,4,0,2,1,4,0,No
815,2019,211601901,2,2116,19,1,1,0,2,1,1,0,No
816,2019,211604301,2,2116,43,1,0,5,2,1,0,5,No
817,2019,211604401,2,2116,44,1,10,98,2,1,10,No sabe,No
818,2019,212200501,2,2122,5,1,15,98,2,1,15,No sabe,No
819,2019,212200601,1,2122,6,1,1,0,2,1,1,0,No
820,2019,212200901,2,2122,9,1,1,0,2,1,1,0,No
821,2019,212201101,1,2122,11,1,0,2,2,1,0,2,No
822,2019,212201201,2,2122,12,1,98,98,2,1,No sabe,No sabe,No
823,2019,212201301,2,2122,13,1,19,0,2,1,19,0,No
824,2019,212201501,1,2122,15,1,98,98,2,1,No sabe,No sabe,No
825,2019,212201601,1,2122,16,1,14,0,2,1,14,0,No
826,2019,212601601,2,2126,16,1,3,0,2,1,3,0,No
827,2019,212601701,2,2126,17,1,10,98,2,1,10,No sabe,No
828,2019,212703101,2,2127,31,1,0,10,2,1,0,10,No
829,2019,212703501,2,2127,35,1,4,98,2,1,4,No sabe,No
830,2019,212706701,1,2127,67,1,4,9,2,1,4,9,No
831,2019,212707001,2,2127,70,1,1,0,2,1,1,0,No
832,2019,212803701,2,2128,37,1,8,9,2,1,8,9,No
833,2019,212806101,2,2128,61,1,15,9,2,1,15,9,No
834,2019,212806301,2,2128,63,1,19,9,2,1,19,9,No
