,PS_QALIWARMA-ID1-anho,PS_QALIWARMA-HHID-identificacion_cuestionario_del_hogar,PS_QALIWARMA-HVIDX-numero_de_orden_en_el_hogar,PS_QALIWARMA-QHCLUSTER-conglomerado,PS_QALIWARMA-QHNUMBER-vivienda_seleccionada,PS_QALIWARMA-QHHOME-hogar_seleccionado,PS_QALIWARMA-PS109_1R-recibio_desayuno_y/o_almuerzo_del_programa_nacional_de_alimentacion_escolar_qaliwarma,PS_QALIWARMA-PS109_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_QALIWARMA-PS109_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_QALIWARMA-PS109_1S-alguien_mas_es_beneficiario,PS_QALIWARMA-PS7-numero_de_orden,PS_QALIWARMA-PS109_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_QALIWARMA-PS109_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_QALIWARMA-PS109_1R-recibio_desayuno_y/o_almuerzo_del_programa_nacional_de_alimentacion_escolar_qaliwarma_LABEL,PS_QALIWARMA-PS109_1S-alguien_mas_es_beneficiario_LABEL
4213,2019,98608701,3,986,87,1,1,5,0,1,1,5,0,Si,Si
4214,2019,98608701,4,986,87,1,1,1,0,2,2,1,0,Si,No
4215,2019,98711601,3,987,116,1,1,3,0,2,1,3,0,Si,No
4216,2019,98714601,4,987,146,1,1,1,0,2,1,1,0,Si,No
4217,2019,98808701,3,988,87,1,1,2,1,2,1,2,1,Si,No
4218,2019,98810901,5,988,109,1,1,2,2,2,1,2,2,Si,No
4219,2019,98907301,5,989,73,1,1,1,0,2,1,1,0,Si,No
4220,2019,99004501,4,990,45,1,1,3,2,1,1,3,2,Si,Si
4221,2019,99004501,5,990,45,1,1,0,2,2,2,0,2,Si,No
4222,2019,99006801,4,990,68,1,1,0,2,2,1,0,2,Si,No
4223,2019,99100601,6,991,6,1,1,2,1,2,1,2,1,Si,No
4224,2019,99101201,3,991,12,1,1,1,1,2,1,1,1,Si,No
4225,2019,99106601,4,991,66,1,1,0,2,2,1,0,2,Si,No
4226,2019,99209901,3,992,99,1,2,0,0,2,1,0,0,No,No
4227,2019,99215901,3,992,159,1,1,1,1,1,1,1,1,Si,Si
4228,2019,99215901,4,992,159,1,1,0,1,2,2,0,1,Si,No
4229,2019,99216201,11,992,162,1,1,1,1,2,1,1,1,Si,No
4230,2019,99300401,4,993,4,1,1,2,2,2,1,2,2,Si,No
4231,2019,99310601,5,993,106,1,1,0,2,2,1,0,2,Si,No
4232,2019,99314501,5,993,145,1,1,1,3,2,1,1,3,Si,No
4233,2019,99404701,5,994,47,1,2,0,0,1,1,0,0,No,Si
4234,2019,99404701,6,994,47,1,1,4,0,1,2,4,0,Si,Si
4235,2019,99404701,7,994,47,1,1,4,0,2,3,4,0,Si,No
4236,2019,99411701,3,994,117,1,1,5,3,1,1,5,3,Si,Si
4237,2019,99411701,4,994,117,1,1,2,3,2,2,2,3,Si,No
4238,2019,99513601,3,995,136,1,1,3,0,1,1,3,0,Si,Si
4239,2019,99513601,4,995,136,1,1,2,0,1,2,2,0,Si,Si
4240,2019,99513601,5,995,136,1,1,1,0,2,3,1,0,Si,No
4241,2019,99605101,4,996,51,1,1,1,5,2,1,1,5,Si,No
4242,2019,99606201,3,996,62,1,1,2,4,1,1,2,4,Si,Si
4243,2019,99606201,4,996,62,1,1,2,4,1,2,2,4,Si,Si
4244,2019,99606201,5,996,62,1,1,1,4,2,3,1,4,Si,No
4245,2019,99611101,4,996,111,1,2,0,0,2,1,0,0,No,No
4246,2019,99612601,3,996,126,1,1,4,4,2,1,4,4,Si,No
4247,2019,99707401,5,997,74,1,1,2,3,2,1,2,3,Si,No
4248,2019,99713901,5,997,139,1,1,1,4,1,1,1,4,Si,Si
4249,2019,99713901,6,997,139,1,1,1,4,1,2,1,4,Si,Si
4250,2019,99713901,7,997,139,1,1,1,4,1,3,1,4,Si,Si
4251,2019,99713901,8,997,139,1,1,0,4,2,4,0,4,Si,No
4252,2019,99809301,3,998,93,1,1,5,3,1,1,5,3,Si,Si
4253,2019,99809301,4,998,93,1,1,4,3,1,2,4,3,Si,Si
4254,2019,99809301,5,998,93,1,1,3,3,1,3,3,3,Si,Si
4255,2019,99809301,6,998,93,1,1,1,3,2,4,1,3,Si,No
4256,2019,99814701,3,998,147,1,1,3,2,2,1,3,2,Si,No
4257,2019,99819401,3,998,194,1,1,1,3,2,1,1,3,Si,No
4258,2019,99902601,4,999,26,1,1,2,1,1,1,2,1,Si,Si
4259,2019,99902601,5,999,26,1,1,1,1,2,2,1,1,Si,No
4260,2019,99904301,3,999,43,1,1,0,1,2,1,0,1,Si,No
4261,2019,99905501,3,999,55,1,1,4,1,1,1,4,1,Si,Si
4262,2019,99905501,4,999,55,1,1,0,10,2,2,0,10,Si,No
4263,2019,99910001,3,999,100,1,1,5,2,2,1,5,2,Si,No
4264,2019,99913301,7,999,133,1,1,2,3,1,1,2,3,Si,Si
4265,2019,99913301,8,999,133,1,1,0,1,2,2,0,1,Si,No
4266,2019,100004001,3,1000,40,1,1,2,1,1,1,2,1,Si,Si
4267,2019,100004001,4,1000,40,1,1,0,1,2,2,0,1,Si,No
4268,2019,100006101,4,1000,61,1,1,2,2,1,1,2,2,Si,Si
4269,2019,100006101,5,1000,61,1,1,1,1,2,2,1,1,Si,No
4270,2019,100102001,3,1001,20,1,1,3,1,1,1,3,1,Si,Si
4271,2019,100102001,4,1001,20,1,1,1,1,1,2,1,1,Si,Si
4272,2019,100102001,5,1001,20,1,1,5,1,2,3,5,1,Si,No
4273,2019,100112201,4,1001,122,1,1,1,1,1,1,1,1,Si,Si
4274,2019,100112201,5,1001,122,1,1,0,1,2,2,0,1,Si,No
4275,2019,100113001,4,1001,130,1,1,4,1,2,1,4,1,Si,No
4276,2019,100115201,5,1001,152,1,1,3,2,2,1,3,2,Si,No
4277,2019,100303601,4,1003,36,1,8,0,0,2,1,0,0,No sabe,No
4278,2019,100402201,7,1004,22,1,1,3,2,1,1,3,2,Si,Si
4279,2019,100402201,8,1004,22,1,1,2,2,1,2,2,2,Si,Si
4280,2019,100402201,9,1004,22,1,1,1,2,1,3,1,2,Si,Si
4281,2019,100402201,10,1004,22,1,1,1,2,2,4,1,2,Si,No
4282,2019,100402301,4,1004,23,1,1,4,3,1,1,4,3,Si,Si
4283,2019,100402301,5,1004,23,1,1,1,3,2,2,1,3,Si,No
4284,2019,100406101,3,1004,61,1,1,3,2,2,1,3,2,Si,No
4285,2019,100407901,5,1004,79,1,1,1,3,1,1,1,3,Si,Si
4286,2019,100407901,6,1004,79,1,1,1,3,2,2,1,3,Si,No
4287,2019,100411601,3,1004,116,1,1,2,2,1,1,2,2,Si,Si
4288,2019,100411601,4,1004,116,1,1,1,2,1,2,1,2,Si,Si
4289,2019,100411601,5,1004,116,1,1,3,2,2,3,3,2,Si,No
4290,2019,100411901,3,1004,119,1,1,0,3,1,1,0,3,Si,Si
4291,2019,100411901,5,1004,119,1,1,1,3,1,2,1,3,Si,Si
4292,2019,100411901,6,1004,119,1,1,1,3,2,3,1,3,Si,No
4293,2019,100413901,3,1004,139,1,1,3,2,1,1,3,2,Si,Si
4294,2019,100413901,4,1004,139,1,1,1,2,2,2,1,2,Si,No
4295,2019,100421401,4,1004,214,1,1,5,2,2,1,5,2,Si,No
4296,2019,100422601,3,1004,226,1,2,0,0,1,1,0,0,No,Si
4297,2019,100422601,4,1004,226,1,2,0,0,1,2,0,0,No,Si
4298,2019,100422601,5,1004,226,1,2,0,0,2,3,0,0,No,No
4299,2019,100501701,2,1005,17,1,1,3,5,2,1,3,5,Si,No
4300,2019,100505401,3,1005,54,1,1,1,5,2,1,1,5,Si,No
4301,2019,100505601,3,1005,56,1,2,0,0,2,1,0,0,No,No
4302,2019,100508801,4,1005,88,1,1,5,4,1,1,5,4,Si,Si
4303,2019,100508801,5,1005,88,1,1,0,4,2,2,0,4,Si,No
4304,2019,100508901,3,1005,89,1,1,1,6,2,1,1,6,Si,No
4305,2019,100509901,4,1005,99,1,1,0,4,2,1,0,4,Si,No
4306,2019,100701101,6,1007,11,1,2,0,0,2,1,0,0,No,No
4307,2019,100802401,3,1008,24,1,1,1,6,2,1,1,6,Si,No
4308,2019,100806001,3,1008,60,1,1,4,5,2,1,4,5,Si,No
4309,2019,100806301,3,1008,63,1,1,0,5,2,1,0,5,Si,No
4310,2019,100806701,3,1008,67,1,1,2,6,1,1,2,6,Si,Si
4311,2019,100806701,4,1008,67,1,1,1,6,2,2,1,6,Si,No
4312,2019,100809901,3,1008,99,1,1,2,5,2,1,2,5,Si,No
4313,2019,100905701,3,1009,57,1,1,2,1,1,1,2,1,Si,Si
4314,2019,100905701,4,1009,57,1,1,1,1,1,2,1,1,Si,Si
4315,2019,100905701,5,1009,57,1,1,5,1,2,3,5,1,Si,No
4316,2019,101102201,4,1011,22,1,1,1,1,2,1,1,1,Si,No
4317,2019,101111901,3,1011,119,1,1,0,1,2,1,0,1,Si,No
4318,2019,101116401,3,1011,164,1,1,2,0,2,1,2,0,Si,No
4319,2019,101118201,9,1011,182,1,1,6,1,1,1,6,1,Si,Si
4320,2019,101118201,10,1011,182,1,1,0,1,2,2,0,1,Si,No
4321,2019,101120401,3,1011,204,1,1,0,1,2,1,0,1,Si,No
4322,2019,101415801,4,1014,158,1,1,4,0,2,1,4,0,Si,No
4323,2019,101417001,3,1014,170,1,1,2,1,1,1,2,1,Si,Si
4324,2019,101417001,4,1014,170,1,1,0,1,2,2,0,1,Si,No
4325,2019,101419501,5,1014,195,1,1,1,0,2,1,1,0,Si,No
4326,2019,101500501,2,1015,5,1,1,0,3,2,1,0,3,Si,No
4327,2019,101501801,4,1015,18,1,1,5,3,2,1,5,3,Si,No
4328,2019,101508101,4,1015,81,1,2,0,0,1,1,0,0,No,Si
4329,2019,101508101,6,1015,81,1,1,1,3,1,2,1,3,Si,Si
4330,2019,101508101,7,1015,81,1,1,1,3,2,3,1,3,Si,No
4331,2019,101511502,3,1015,115,2,1,6,3,1,1,6,3,Si,Si
4332,2019,101511502,4,1015,115,2,1,6,3,1,2,6,3,Si,Si
4333,2019,101511502,5,1015,115,2,1,5,3,1,3,5,3,Si,Si
4334,2019,101511502,6,1015,115,2,1,3,3,1,4,3,3,Si,Si
4335,2019,101511502,7,1015,115,2,1,1,3,2,5,1,3,Si,No
4336,2019,101700501,5,1017,5,1,2,0,0,2,1,0,0,No,No
4337,2019,101700601,4,1017,6,1,1,1,1,2,1,1,1,Si,No
4338,2019,101703501,6,1017,35,1,1,1,0,2,1,1,0,Si,No
4339,2019,101802901,3,1018,29,1,1,4,1,1,1,4,1,Si,Si
4340,2019,101802901,6,1018,29,1,1,1,1,2,2,1,1,Si,No
4341,2019,101803001,3,1018,30,1,1,6,1,1,1,6,1,Si,Si
4342,2019,101803001,4,1018,30,1,1,1,1,2,2,1,1,Si,No
4343,2019,101803701,4,1018,37,1,1,3,1,2,1,3,1,Si,No
4344,2019,101811604,3,1018,116,4,1,1,1,2,1,1,1,Si,No
4345,2019,101812801,3,1018,128,1,1,1,1,2,1,1,1,Si,No
4346,2019,101905901,4,1019,59,1,1,1,0,2,1,1,0,Si,No
4347,2019,102003101,3,1020,31,1,1,2,3,1,1,2,3,Si,Si
4348,2019,102003101,4,1020,31,1,1,2,3,1,2,2,3,Si,Si
4349,2019,102003101,5,1020,31,1,1,0,3,2,3,0,3,Si,No
4350,2019,102008001,3,1020,80,1,1,3,6,2,1,3,6,Si,No
4351,2019,102008101,8,1020,81,1,1,3,4,2,1,3,4,Si,No
4352,2019,102107801,3,1021,78,1,1,0,1,1,1,0,1,Si,Si
4353,2019,102107801,4,1021,78,1,1,1,1,2,2,1,1,Si,No
4354,2019,102110701,4,1021,107,1,1,3,98,2,1,3,No sabe,Si,No
4355,2019,102113301,3,1021,133,1,1,3,98,2,1,3,No sabe,Si,No
4356,2019,102200601,3,1022,6,1,1,1,3,2,1,1,3,Si,No
4357,2019,102205301,5,1022,53,1,1,0,3,2,1,0,3,Si,No
4358,2019,102303201,3,1023,32,1,1,0,3,1,1,0,3,Si,Si
4359,2019,102303201,4,1023,32,1,1,0,3,2,2,0,3,Si,No
4360,2019,102305501,5,1023,55,1,2,0,0,2,1,0,0,No,No
4361,2019,102307601,5,1023,76,1,1,0,3,2,1,0,3,Si,No
4362,2019,102400101,3,1024,1,1,1,3,3,1,1,3,3,Si,Si
4363,2019,102400101,4,1024,1,1,1,1,3,2,2,1,3,Si,No
4364,2019,102503601,5,1025,36,1,1,1,3,2,1,1,3,Si,No
4365,2019,102702601,5,1027,26,1,1,2,2,2,1,2,2,Si,No
4366,2019,102704901,4,1027,49,1,1,2,1,2,1,2,1,Si,No
4367,2019,102705001,3,1027,50,1,1,2,2,2,1,2,2,Si,No
4368,2019,102801201,3,1028,12,1,1,3,2,2,1,3,2,Si,No
4369,2019,102802001,3,1028,20,1,1,4,3,2,1,4,3,Si,No
4370,2019,102802601,3,1028,26,1,1,4,2,1,1,4,2,Si,Si
4371,2019,102802601,4,1028,26,1,1,0,2,2,2,0,2,Si,No
4372,2019,102803701,3,1028,37,1,1,1,2,2,1,1,2,Si,No
4373,2019,102804501,4,1028,45,1,1,2,3,1,1,2,3,Si,Si
4374,2019,102804501,5,1028,45,1,1,1,3,2,2,1,3,Si,No
4375,2019,102805801,4,1028,58,1,1,3,3,1,1,3,3,Si,Si
4376,2019,102805801,5,1028,58,1,1,2,3,1,2,2,3,Si,Si
4377,2019,102805801,6,1028,58,1,1,1,3,1,3,1,3,Si,Si
4378,2019,102805801,10,1028,58,1,1,0,3,2,4,0,3,Si,No
4379,2019,102805901,3,1028,59,1,1,1,2,2,1,1,2,Si,No
4380,2019,102806101,3,1028,61,1,1,5,3,1,1,5,3,Si,Si
4381,2019,102806101,4,1028,61,1,1,1,3,2,2,1,3,Si,No
4382,2019,102905501,6,1029,55,1,1,0,3,2,1,0,3,Si,No
4383,2019,102907001,3,1029,70,1,1,0,2,2,1,0,2,Si,No
4384,2019,103001301,2,1030,13,1,1,1,3,2,1,1,3,Si,No
4385,2019,103001401,3,1030,14,1,1,2,3,2,1,2,3,Si,No
4386,2019,103001501,2,1030,15,1,1,2,3,2,1,2,3,Si,No
4387,2019,103007501,4,1030,75,1,1,3,0,2,1,3,0,Si,No
4388,2019,103007701,3,1030,77,1,1,3,2,2,1,3,2,Si,No
4389,2019,103008701,2,1030,87,1,1,2,3,1,1,2,3,Si,Si
4390,2019,103008701,3,1030,87,1,1,2,3,2,2,2,3,Si,No
4391,2019,103100201,3,1031,2,1,1,4,0,2,1,4,0,Si,No
4392,2019,103200601,3,1032,6,1,1,1,3,2,1,1,3,Si,No
4393,2019,103202001,3,1032,20,1,1,2,3,1,1,2,3,Si,Si
4394,2019,103202001,4,1032,20,1,1,2,3,2,2,2,3,Si,No
4395,2019,103202101,3,1032,21,1,1,4,0,2,1,4,0,Si,No
4396,2019,103202401,3,1032,24,1,1,2,4,1,1,2,4,Si,Si
4397,2019,103202401,4,1032,24,1,1,6,4,2,2,6,4,Si,No
4398,2019,103204501,4,1032,45,1,1,2,3,2,1,2,3,Si,No
4399,2019,103204601,3,1032,46,1,1,1,3,2,1,1,3,Si,No
4400,2019,103204701,3,1032,47,1,1,4,3,2,1,4,3,Si,No
4401,2019,103204801,3,1032,48,1,1,1,3,2,1,1,3,Si,No
4402,2019,103204901,3,1032,49,1,1,4,0,2,1,4,0,Si,No
4403,2019,103300601,5,1033,6,1,1,1,4,2,1,1,4,Si,No
4404,2019,103300701,4,1033,7,1,1,3,98,2,1,3,No sabe,Si,No
4405,2019,103300801,3,1033,8,1,1,3,0,2,1,3,0,Si,No
4406,2019,103300901,3,1033,9,1,2,0,0,1,1,0,0,No,Si
4407,2019,103300901,4,1033,9,1,2,0,0,1,2,0,0,No,Si
4408,2019,103300901,5,1033,9,1,2,0,0,2,3,0,0,No,No
4409,2019,103301001,3,1033,10,1,1,2,4,2,1,2,4,Si,No
4410,2019,103302301,3,1033,23,1,1,0,3,2,1,0,3,Si,No
4411,2019,103306701,4,1033,67,1,1,2,4,2,1,2,4,Si,No
4412,2019,103306801,3,1033,68,1,1,6,0,1,1,6,0,Si,Si
4413,2019,103306801,4,1033,68,1,1,0,2,2,2,0,2,Si,No
4414,2019,103306901,4,1033,69,1,1,3,0,2,1,3,0,Si,No
4415,2019,103401601,3,1034,16,1,1,0,3,2,1,0,3,Si,No
4416,2019,103401701,4,1034,17,1,1,4,3,1,1,4,3,Si,Si
4417,2019,103401701,5,1034,17,1,1,0,4,2,2,0,4,Si,No
4418,2019,103401901,5,1034,19,1,1,6,2,2,1,6,2,Si,No
4419,2019,103405601,3,1034,56,1,1,6,4,2,1,6,4,Si,No
4420,2019,103406001,3,1034,60,1,1,0,2,2,1,0,2,Si,No
4421,2019,103406801,3,1034,68,1,1,3,3,2,1,3,3,Si,No
4422,2019,103407501,5,1034,75,1,1,2,3,2,1,2,3,Si,No
4423,2019,103407801,5,1034,78,1,1,3,3,1,1,3,3,Si,Si
4424,2019,103407801,7,1034,78,1,1,0,3,2,2,0,3,Si,No
4425,2019,103507001,4,1035,70,1,1,5,2,1,1,5,2,Si,Si
4426,2019,103507001,5,1035,70,1,1,5,2,2,2,5,2,Si,No
4427,2019,103600601,5,1036,6,1,1,0,1,2,1,0,1,Si,No
4428,2019,103600801,3,1036,8,1,1,2,1,1,1,2,1,Si,Si
4429,2019,103600801,4,1036,8,1,1,1,2,2,2,1,2,Si,No
4430,2019,103601001,2,1036,10,1,1,6,2,1,1,6,2,Si,Si
4431,2019,103601001,3,1036,10,1,1,4,2,2,2,4,2,Si,No
4432,2019,103603101,6,1036,31,1,1,3,2,2,1,3,2,Si,No
4433,2019,103608601,3,1036,86,1,1,3,2,1,1,3,2,Si,Si
4434,2019,103608601,4,1036,86,1,1,2,2,2,2,2,2,Si,No
4435,2019,103608701,4,1036,87,1,1,3,0,1,1,3,0,Si,Si
4436,2019,103608701,5,1036,87,1,1,3,2,2,2,3,2,Si,No
4437,2019,103608801,3,1036,88,1,2,0,0,2,1,0,0,No,No
4438,2019,103902401,3,1039,24,1,1,2,0,2,1,2,0,Si,No
4439,2019,103902601,4,1039,26,1,1,2,0,1,1,2,0,Si,Si
4440,2019,103902601,5,1039,26,1,1,4,0,2,2,4,0,Si,No
4441,2019,103904101,3,1039,41,1,1,4,0,1,1,4,0,Si,Si
4442,2019,103904101,4,1039,41,1,1,0,8,1,2,0,8,Si,Si
4443,2019,103904101,5,1039,41,1,1,0,8,2,3,0,8,Si,No
4444,2019,103908501,3,1039,85,1,1,3,0,1,1,3,0,Si,Si
4445,2019,103908501,4,1039,85,1,1,1,0,2,2,1,0,Si,No
4446,2019,103908701,2,1039,87,1,1,0,11,1,1,0,11,Si,Si
4447,2019,103908701,5,1039,87,1,1,0,11,2,2,0,11,Si,No
4448,2019,104006601,3,1040,66,1,1,4,2,2,1,4,2,Si,No
4449,2019,104006801,5,1040,68,1,1,4,4,2,1,4,4,Si,No
4450,2019,104006901,4,1040,69,1,1,2,3,2,1,2,3,Si,No
4451,2019,104008901,4,1040,89,1,1,2,3,2,1,2,3,Si,No
4452,2019,104009101,3,1040,91,1,1,2,3,1,1,2,3,Si,Si
4453,2019,104009101,4,1040,91,1,2,0,0,2,2,0,0,No,No
4454,2019,104009201,4,1040,92,1,1,5,4,1,1,5,4,Si,Si
4455,2019,104009201,5,1040,92,1,1,2,4,2,2,2,4,Si,No
4456,2019,104010302,2,1040,103,2,1,3,6,1,1,3,6,Si,Si
4457,2019,104010302,3,1040,103,2,1,0,4,2,2,0,4,Si,No
4458,2019,104100201,4,1041,2,1,1,5,0,2,1,5,0,Si,No
4459,2019,104101101,3,1041,11,1,1,3,3,1,1,3,3,Si,Si
4460,2019,104101101,4,1041,11,1,1,1,1,2,2,1,1,Si,No
4461,2019,104101301,2,1041,13,1,1,1,0,2,1,1,0,Si,No
4462,2019,104201001,2,1042,10,1,1,2,1,2,1,2,1,Si,No
4463,2019,104206201,2,1042,62,1,1,3,3,1,1,3,3,Si,Si
4464,2019,104206201,3,1042,62,1,1,3,3,2,2,3,3,Si,No
4465,2019,104206401,5,1042,64,1,2,0,0,2,1,0,0,No,No
4466,2019,104206701,3,1042,67,1,1,3,1,2,1,3,1,Si,No
4467,2019,104206801,3,1042,68,1,1,3,1,1,1,3,1,Si,Si
4468,2019,104206801,4,1042,68,1,1,0,1,2,2,0,1,Si,No
4469,2019,104206901,3,1042,69,1,1,3,1,1,1,3,1,Si,Si
4470,2019,104206901,4,1042,69,1,1,2,1,2,2,2,1,Si,No
4471,2019,104207001,5,1042,70,1,1,2,1,2,1,2,1,Si,No
4472,2019,104302801,5,1043,28,1,2,0,0,2,1,0,0,No,No
4473,2019,104304201,3,1043,42,1,1,1,2,1,1,1,2,Si,Si
4474,2019,104304201,6,1043,42,1,1,6,2,2,2,6,2,Si,No
4475,2019,104304301,5,1043,43,1,1,2,2,2,1,2,2,Si,No
4476,2019,104304501,3,1043,45,1,2,0,0,2,1,0,0,No,No
4477,2019,104306801,3,1043,68,1,1,4,2,1,1,4,2,Si,Si
4478,2019,104306801,4,1043,68,1,1,0,2,2,2,0,2,Si,No
4479,2019,104306901,2,1043,69,1,1,5,2,2,1,5,2,Si,No
4480,2019,104502101,3,1045,21,1,1,4,2,2,1,4,2,Si,No
4481,2019,104502102,2,1045,21,2,1,2,2,1,1,2,2,Si,Si
4482,2019,104502102,3,1045,21,2,1,1,2,2,2,1,2,Si,No
4483,2019,104509101,3,1045,91,1,1,4,2,2,1,4,2,Si,No
4484,2019,104511301,3,1045,113,1,1,3,2,2,1,3,2,Si,No
4485,2019,104511901,2,1045,119,1,1,3,1,1,1,3,1,Si,Si
4486,2019,104511901,3,1045,119,1,1,1,2,2,2,1,2,Si,No
4487,2019,104513201,3,1045,132,1,1,3,2,2,1,3,2,Si,No
4488,2019,104602801,3,1046,28,1,1,1,2,2,1,1,2,Si,No
4489,2019,104609001,4,1046,90,1,1,4,2,2,1,4,2,Si,No
4490,2019,104614302,3,1046,143,2,1,1,2,2,1,1,2,Si,No
4491,2019,104615001,5,1046,150,1,1,5,2,2,1,5,2,Si,No
4492,2019,104703001,5,1047,30,1,1,4,2,1,1,4,2,Si,Si
4493,2019,104703001,6,1047,30,1,1,0,2,2,2,0,2,Si,No
4494,2019,104705301,4,1047,53,1,1,0,2,2,1,0,2,Si,No
4495,2019,104706401,7,1047,64,1,1,2,2,2,1,2,2,Si,No
4496,2019,104708501,7,1047,85,1,1,1,2,2,1,1,2,Si,No
4497,2019,104802401,3,1048,24,1,1,5,3,2,1,5,3,Si,No
4498,2019,104805101,6,1048,51,1,1,0,3,1,1,0,3,Si,Si
4499,2019,104805101,9,1048,51,1,1,3,3,2,2,3,3,Si,No
4500,2019,104807301,4,1048,73,1,1,1,3,1,1,1,3,Si,Si
4501,2019,104807301,5,1048,73,1,1,1,3,2,2,1,3,Si,No
4502,2019,104810601,4,1048,106,1,1,6,3,1,1,6,3,Si,Si
4503,2019,104810601,5,1048,106,1,1,0,3,2,2,0,3,Si,No
4504,2019,104813301,6,1048,133,1,1,0,3,2,1,0,3,Si,No
4505,2019,105101001,4,1051,10,1,1,3,2,1,1,3,2,Si,Si
4506,2019,105101001,5,1051,10,1,1,3,2,2,2,3,2,Si,No
4507,2019,105103102,3,1051,31,2,1,3,2,1,1,3,2,Si,Si
4508,2019,105103102,4,1051,31,2,1,2,2,2,2,2,2,Si,No
4509,2019,105104201,9,1051,42,1,1,2,2,2,1,2,2,Si,No
4510,2019,105105602,3,1051,56,2,1,4,3,2,1,4,3,Si,No
4511,2019,105202101,3,1052,21,1,1,6,4,1,1,6,4,Si,Si
4512,2019,105202101,4,1052,21,1,1,6,4,1,2,6,4,Si,Si
4513,2019,105202101,6,1052,21,1,1,1,4,2,3,1,4,Si,No
4514,2019,105206401,3,1052,64,1,1,2,4,1,1,2,4,Si,Si
4515,2019,105206401,4,1052,64,1,1,0,4,2,2,0,4,Si,No
4516,2019,105213201,2,1052,132,1,1,3,4,1,1,3,4,Si,Si
4517,2019,105213201,3,1052,132,1,1,0,4,2,2,0,4,Si,No
4518,2019,105213901,3,1052,139,1,1,0,4,1,1,0,4,Si,Si
4519,2019,105213901,4,1052,139,1,1,5,4,2,2,5,4,Si,No
4520,2019,105214301,6,1052,143,1,2,0,0,1,1,0,0,No,Si
4521,2019,105214301,7,1052,143,1,1,0,4,2,2,0,4,Si,No
4522,2019,105301901,5,1053,19,1,1,0,3,2,1,0,3,Si,No
4523,2019,105309001,4,1053,90,1,1,4,2,2,1,4,2,Si,No
4524,2019,105401101,7,1054,11,1,1,4,3,1,1,4,3,Si,Si
4525,2019,105401101,10,1054,11,1,1,0,3,2,2,0,3,Si,No
4526,2019,105403801,5,1054,38,1,1,1,3,2,1,1,3,Si,No
4527,2019,105403901,3,1054,39,1,1,2,3,2,1,2,3,Si,No
4528,2019,105405701,3,1054,57,1,1,1,4,1,1,1,4,Si,Si
4529,2019,105405701,4,1054,57,1,1,1,4,2,2,1,4,Si,No
4530,2019,105412201,8,1054,122,1,1,4,3,1,1,4,3,Si,Si
4531,2019,105412201,9,1054,122,1,1,0,3,2,2,0,3,Si,No
4532,2019,105506101,5,1055,61,1,1,0,1,1,1,0,1,Si,Si
4533,2019,105506101,9,1055,61,1,1,5,1,2,2,5,1,Si,No
4534,2019,105507001,3,1055,70,1,1,0,1,2,1,0,1,Si,No
4535,2019,105507901,3,1055,79,1,1,3,3,1,1,3,3,Si,Si
4536,2019,105507901,4,1055,79,1,1,3,3,2,2,3,3,Si,No
4537,2019,105519301,11,1055,193,1,1,3,1,2,1,3,1,Si,No
4538,2019,105703101,8,1057,31,1,1,0,2,2,1,0,2,Si,No
4539,2019,105715003,2,1057,150,3,1,1,2,1,1,1,2,Si,Si
4540,2019,105715003,3,1057,150,3,1,1,2,2,2,1,2,Si,No
4541,2019,105801301,5,1058,13,1,2,0,0,2,1,0,0,No,No
4542,2019,105902801,5,1059,28,1,1,2,2,2,1,2,2,Si,No
4543,2019,105905801,2,1059,58,1,1,0,2,1,1,0,2,Si,Si
4544,2019,105905801,3,1059,58,1,1,0,2,1,2,0,2,Si,Si
4545,2019,105905801,8,1059,58,1,2,0,0,1,3,0,0,No,Si
4546,2019,105905801,9,1059,58,1,2,0,0,2,4,0,0,No,No
4547,2019,105910701,3,1059,107,1,1,3,2,2,1,3,2,Si,No
4548,2019,105911701,5,1059,117,1,1,3,2,1,1,3,2,Si,Si
4549,2019,105911701,6,1059,117,1,1,0,2,2,2,0,2,Si,No
4550,2019,105915401,4,1059,154,1,1,5,2,2,1,5,2,Si,No
4551,2019,106002101,4,1060,21,1,1,3,3,2,1,3,3,Si,No
4552,2019,106002801,2,1060,28,1,1,3,3,1,1,3,3,Si,Si
4553,2019,106002801,3,1060,28,1,1,3,3,2,2,3,3,Si,No
4554,2019,106007901,5,1060,79,1,2,0,0,2,1,0,0,No,No
4555,2019,106011601,6,1060,116,1,1,3,3,2,1,3,3,Si,No
4556,2019,106014001,6,1060,140,1,1,0,3,2,1,0,3,Si,No
4557,2019,106101001,3,1061,10,1,1,3,2,1,1,3,2,Si,Si
4558,2019,106101001,4,1061,10,1,1,1,2,1,2,1,2,Si,Si
4559,2019,106101001,5,1061,10,1,1,3,2,2,3,3,2,Si,No
4560,2019,106101301,3,1061,13,1,1,1,1,2,1,1,1,Si,No
4561,2019,106102801,6,1061,28,1,1,3,2,1,1,3,2,Si,Si
4562,2019,106102801,7,1061,28,1,1,2,2,2,2,2,2,Si,No
4563,2019,106104401,4,1061,44,1,1,3,2,1,1,3,2,Si,Si
