,PS_VL-ID1-anho,PS_VL-HHID-identificacion_cuestionario_del_hogar,PS_VL-HVIDX-numero_de_orden_en_el_hogar,PS_VL-QHCLUSTER-conglomerado,PS_VL-QHNUMBER-vivienda_seleccionada,PS_VL-QHHOME-hogar_seleccionado,PS_VL-PS102_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_VL-PS102_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_VL-PS102_1S-alguien_mas_es_beneficiario,PS_VL-PS4-numero_de_orden,PS_VL-PS102_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_VL-PS102_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_VL-PS102_1S-alguien_mas_es_beneficiario_LABEL
1467,2019,44201301,4,442,13,1,1,8,2,1,1,8,No
1468,2019,44207801,4,442,78,1,2,2,2,1,2,2,No
1469,2019,44300501,3,443,5,1,2,0,2,1,2,0,No
1470,2019,44306201,5,443,62,1,3,2,1,1,3,2,Si
1471,2019,44306201,6,443,62,1,2,2,2,2,2,2,No
1472,2019,44400401,3,444,4,1,4,0,1,1,4,0,Si
1473,2019,44400401,4,444,4,1,1,0,2,2,1,0,No
1474,2019,44401501,4,444,15,1,4,5,2,1,4,5,No
1475,2019,44501301,8,445,13,1,2,0,1,1,2,0,Si
1476,2019,44501301,9,445,13,1,1,6,2,2,1,6,No
1477,2019,44502801,3,445,28,1,6,0,1,1,6,0,Si
1478,2019,44502801,4,445,28,1,3,9,2,2,3,9,No
1479,2019,44502901,1,445,29,1,2,0,2,1,2,0,No
1480,2019,44504801,5,445,48,1,3,3,2,1,3,3,No
1481,2019,44504901,3,445,49,1,6,5,1,1,6,5,Si
1482,2019,44504901,4,445,49,1,0,5,2,2,0,5,No
1483,2019,44505001,3,445,50,1,4,0,1,1,4,0,Si
1484,2019,44505001,4,445,50,1,3,0,2,2,3,0,No
1485,2019,44505101,6,445,51,1,3,0,2,1,3,0,No
1486,2019,44505201,6,445,52,1,7,0,2,1,7,0,No
1487,2019,44600401,3,446,4,1,2,3,1,1,2,3,Si
1488,2019,44600401,4,446,4,1,2,3,2,2,2,3,No
1489,2019,44601501,4,446,15,1,3,2,2,1,3,2,No
1490,2019,44601901,3,446,19,1,3,10,2,1,3,10,No
1491,2019,44605901,5,446,59,1,3,4,2,1,3,4,No
1492,2019,44703301,6,447,33,1,0,3,2,1,0,3,No
1493,2019,44705501,3,447,55,1,4,11,2,1,4,11,No
1494,2019,44705801,5,447,58,1,2,2,2,1,2,2,No
1495,2019,44709601,3,447,96,1,2,0,2,1,2,0,No
1496,2019,44709801,3,447,98,1,5,4,1,1,5,4,Si
1497,2019,44709801,4,447,98,1,4,10,1,2,4,10,Si
1498,2019,44709801,5,447,98,1,0,2,2,3,0,2,No
1499,2019,44709901,3,447,99,1,2,0,2,1,2,0,No
1500,2019,44802201,2,448,22,1,3,0,2,1,3,0,No
1501,2019,44804101,2,448,41,1,0,1,2,1,0,1,No
1502,2019,44900301,4,449,3,1,5,0,2,1,5,0,No
1503,2019,44904301,4,449,43,1,0,4,2,1,0,4,No
1504,2019,44905601,4,449,56,1,2,0,2,1,2,0,No
1505,2019,44907501,4,449,75,1,1,6,2,1,1,6,No
1506,2019,44908801,4,449,88,1,5,0,2,1,5,0,No
1507,2019,44910101,3,449,101,1,5,0,1,1,5,0,Si
1508,2019,44910101,4,449,101,1,4,0,2,2,4,0,No
1509,2019,45001201,4,450,12,1,0,7,2,1,0,7,No
1510,2019,45002401,5,450,24,1,0,1,2,1,0,1,No
1511,2019,45201301,4,452,13,1,5,1,1,1,5,1,Si
1512,2019,45201301,5,452,13,1,4,0,2,2,4,0,No
1513,2019,45201401,1,452,14,1,2,4,2,1,2,4,No
1514,2019,45206401,6,452,64,1,3,8,2,1,3,8,No
1515,2019,45206601,2,452,66,1,0,1,2,1,0,1,No
1516,2019,45206801,4,452,68,1,1,6,2,1,1,6,No
1517,2019,45302701,6,453,27,1,1,0,1,1,1,0,Si
1518,2019,45302701,8,453,27,1,1,0,2,2,1,0,No
1519,2019,45303001,5,453,30,1,1,0,2,1,1,0,No
1520,2019,45303801,9,453,38,1,0,2,2,1,0,2,No
1521,2019,45304401,3,453,44,1,0,1,2,1,0,1,No
1522,2019,45308401,5,453,84,1,1,0,2,1,1,0,No
1523,2019,45308501,5,453,85,1,1,0,2,1,1,0,No
1524,2019,45402601,5,454,26,1,0,10,2,1,0,10,No
1525,2019,45408101,5,454,81,1,2,10,2,1,2,10,No
1526,2019,45408301,3,454,83,1,1,7,2,1,1,7,No
1527,2019,45409801,3,454,98,1,4,7,2,1,4,7,No
1528,2019,45409901,1,454,99,1,4,0,2,1,4,0,No
1529,2019,45502701,6,455,27,1,0,4,2,1,0,4,No
1530,2019,45502901,4,455,29,1,0,4,2,1,0,4,No
1531,2019,45503101,3,455,31,1,0,3,2,1,0,3,No
1532,2019,45503301,7,455,33,1,5,1,1,1,5,1,Si
1533,2019,45503301,8,455,33,1,3,1,2,2,3,1,No
1534,2019,45503501,6,455,35,1,0,8,2,1,0,8,No
1535,2019,45503601,5,455,36,1,4,11,1,1,4,11,Si
1536,2019,45503601,6,455,36,1,3,0,1,2,3,0,Si
1537,2019,45503601,7,455,36,1,1,0,2,3,1,0,No
1538,2019,45504901,3,455,49,1,4,9,2,1,4,9,No
1539,2019,45505001,4,455,50,1,4,6,2,1,4,6,No
1540,2019,45505101,7,455,51,1,4,1,1,1,4,1,Si
1541,2019,45505101,8,455,51,1,1,1,2,2,1,1,No
1542,2019,45607801,4,456,78,1,0,5,2,1,0,5,No
1543,2019,45608001,5,456,80,1,2,7,2,1,2,7,No
1544,2019,45611301,3,456,113,1,1,2,1,1,1,2,Si
1545,2019,45611301,4,456,113,1,1,2,2,2,1,2,No
1546,2019,45612201,4,456,122,1,1,3,2,1,1,3,No
1547,2019,45612301,4,456,123,1,3,9,2,1,3,9,No
1548,2019,45612501,5,456,125,1,2,8,2,1,2,8,No
1549,2019,45612601,5,456,126,1,1,11,2,1,1,11,No
1550,2019,45700601,6,457,6,1,3,5,2,1,3,5,No
1551,2019,45702801,4,457,28,1,1,2,2,1,1,2,No
1552,2019,45702901,5,457,29,1,4,4,2,1,4,4,No
1553,2019,45707701,4,457,77,1,1,9,1,1,1,9,Si
1554,2019,45707701,5,457,77,1,0,9,2,2,0,9,No
1555,2019,45707901,5,457,79,1,1,6,2,1,1,6,No
1556,2019,45708201,5,457,82,1,3,0,1,1,3,0,Si
1557,2019,45708201,6,457,82,1,0,8,2,2,0,8,No
1558,2019,45802001,5,458,20,1,2,6,2,1,2,6,No
1559,2019,45803701,6,458,37,1,0,3,2,1,0,3,No
1560,2019,45803801,4,458,38,1,4,9,2,1,4,9,No
1561,2019,45900901,5,459,9,1,1,1,2,1,1,1,No
1562,2019,45901301,6,459,13,1,0,8,2,1,0,8,No
1563,2019,45905701,6,459,57,1,6,0,2,1,6,0,No
1564,2019,45906101,3,459,61,1,1,4,1,1,1,4,Si
1565,2019,45906101,4,459,61,1,1,4,2,2,1,4,No
1566,2019,45906301,5,459,63,1,0,2,2,1,0,2,No
1567,2019,46006901,5,460,69,1,4,5,2,1,4,5,No
1568,2019,46100501,3,461,5,1,3,8,1,1,3,8,Si
1569,2019,46100501,4,461,5,1,1,10,2,2,1,10,No
1570,2019,46200301,5,462,3,1,3,2,2,1,3,2,No
1571,2019,46200901,1,462,9,1,2,0,2,1,2,0,No
1572,2019,46201001,3,462,10,1,2,0,2,1,2,0,No
1573,2019,46305601,5,463,56,1,1,2,2,1,1,2,No
1574,2019,46307001,4,463,70,1,2,1,2,1,2,1,No
1575,2019,46400801,4,464,8,1,1,1,2,1,1,1,No
1576,2019,46402701,2,464,27,1,1,2,2,1,1,2,No
1577,2019,46603401,3,466,34,1,0,4,2,1,0,4,No
1578,2019,46611401,4,466,114,1,0,3,1,1,0,3,Si
1579,2019,46611401,5,466,114,1,0,3,2,2,0,3,No
1580,2019,46810001,2,468,100,1,4,7,2,1,4,7,No
1581,2019,47102901,4,471,29,1,1,6,2,1,1,6,No
1582,2019,47111601,4,471,116,1,3,98,2,1,3,No sabe,No
1583,2019,47200901,3,472,9,1,0,7,2,1,0,7,No
1584,2019,47210901,3,472,109,1,2,0,1,1,2,0,Si
1585,2019,47210901,4,472,109,1,1,0,1,2,1,0,Si
1586,2019,47210901,5,472,109,1,1,0,2,3,1,0,No
1587,2019,47212401,4,472,124,1,3,6,2,1,3,6,No
1588,2019,47304201,3,473,42,1,2,0,2,1,2,0,No
1589,2019,47312301,4,473,123,1,1,0,2,1,1,0,No
1590,2019,47406801,3,474,68,1,2,9,2,1,2,9,No
1591,2019,47406901,3,474,69,1,2,5,2,1,2,5,No
1592,2019,47502401,4,475,24,1,2,1,2,1,2,1,No
1593,2019,47511601,3,475,116,1,3,98,1,1,3,No sabe,Si
1594,2019,47511601,4,475,116,1,1,10,2,2,1,10,No
1595,2019,47512901,3,475,129,1,1,1,2,1,1,1,No
1596,2019,47600701,3,476,7,1,0,1,2,1,0,1,No
1597,2019,47610501,4,476,105,1,4,1,1,1,4,1,Si
1598,2019,47610501,5,476,105,1,2,7,2,2,2,7,No
1599,2019,47611401,5,476,114,1,0,8,2,1,0,8,No
1600,2019,47616801,3,476,168,1,5,0,1,1,5,0,Si
1601,2019,47616801,4,476,168,1,3,1,2,2,3,1,No
1602,2019,47618101,5,476,181,1,2,4,2,1,2,4,No
1603,2019,47703701,4,477,37,1,0,1,2,1,0,1,No
1604,2019,47707001,4,477,70,1,3,0,2,1,3,0,No
1605,2019,47709401,3,477,94,1,1,0,2,1,1,0,No
1606,2019,47709901,3,477,99,1,3,7,2,1,3,7,No
1607,2019,47802401,3,478,24,1,6,6,1,1,6,6,Si
1608,2019,47802401,4,478,24,1,3,11,2,2,3,11,No
1609,2019,47805501,1,478,55,1,6,0,2,1,6,0,No
1610,2019,47807001,3,478,70,1,0,4,2,1,0,4,No
1611,2019,47810501,5,478,105,1,5,0,2,1,5,0,No
1612,2019,47900501,4,479,5,1,4,98,1,1,4,No sabe,Si
1613,2019,47900501,5,479,5,1,3,8,2,2,3,8,No
1614,2019,47902101,2,479,21,1,0,6,1,1,0,6,Si
1615,2019,47902101,4,479,21,1,2,3,1,2,2,3,Si
1616,2019,47902101,5,479,21,1,0,6,2,3,0,6,No
1617,2019,47903101,5,479,31,1,3,0,2,1,3,0,No
1618,2019,47904401,4,479,44,1,0,7,2,1,0,7,No
1619,2019,48006001,3,480,60,1,4,6,1,1,4,6,Si
1620,2019,48006001,4,480,60,1,1,0,2,2,1,0,No
1621,2019,48006401,4,480,64,1,4,0,1,1,4,0,Si
1622,2019,48006401,5,480,64,1,2,0,2,2,2,0,No
1623,2019,48009401,2,480,94,1,4,1,2,1,4,1,No
1624,2019,48009701,3,480,97,1,4,6,2,1,4,6,No
1625,2019,48011701,3,480,117,1,0,11,2,1,0,11,No
1626,2019,48102201,5,481,22,1,1,0,2,1,1,0,No
1627,2019,48201701,5,482,17,1,2,0,2,1,2,0,No
1628,2019,48201801,5,482,18,1,0,1,2,1,0,1,No
1629,2019,48202001,2,482,20,1,1,0,2,1,1,0,No
1630,2019,48215001,3,482,150,1,1,0,2,1,1,0,No
1631,2019,48215201,2,482,152,1,1,0,2,1,1,0,No
1632,2019,48215401,3,482,154,1,2,0,2,1,2,0,No
1633,2019,48215501,6,482,155,1,3,6,2,1,3,6,No
1634,2019,48215601,5,482,156,1,5,11,2,1,5,11,No
1635,2019,48300701,5,483,7,1,1,6,2,1,1,6,No
1636,2019,48301701,6,483,17,1,0,6,1,1,0,6,Si
1637,2019,48301701,7,483,17,1,2,1,1,2,2,1,Si
1638,2019,48301701,8,483,17,1,2,1,2,3,2,1,No
1639,2019,48302701,4,483,27,1,0,1,2,1,0,1,No
1640,2019,48302801,3,483,28,1,3,0,2,1,3,0,No
1641,2019,48408401,6,484,84,1,1,3,2,1,1,3,No
1642,2019,48408801,6,484,88,1,2,2,2,1,2,2,No
1643,2019,48409801,5,484,98,1,5,8,2,1,5,8,No
1644,2019,48410001,4,484,100,1,5,5,1,1,5,5,Si
1645,2019,48410001,5,484,100,1,3,4,2,2,3,4,No
1646,2019,48500601,1,485,6,1,0,6,2,1,0,6,No
1647,2019,48500801,4,485,8,1,1,6,2,1,1,6,No
1648,2019,48501001,5,485,10,1,3,0,2,1,3,0,No
1649,2019,48501201,4,485,12,1,4,4,2,1,4,4,No
1650,2019,48501401,2,485,14,1,5,0,2,1,5,0,No
1651,2019,48501501,2,485,15,1,1,3,2,1,1,3,No
1652,2019,48501701,4,485,17,1,4,6,1,1,4,6,Si
1653,2019,48501701,5,485,17,1,1,0,2,2,1,0,No
1654,2019,48501801,1,485,18,1,0,5,2,1,0,5,No
1655,2019,48501901,5,485,19,1,1,9,2,1,1,9,No
1656,2019,48502001,2,485,20,1,5,5,2,1,5,5,No
1657,2019,48601601,1,486,16,1,0,5,2,1,0,5,No
1658,2019,48601701,6,486,17,1,3,9,2,1,3,9,No
1659,2019,48601801,4,486,18,1,0,3,2,1,0,3,No
1660,2019,48601901,5,486,19,1,3,10,2,1,3,10,No
1661,2019,48602001,5,486,20,1,1,0,2,1,1,0,No
1662,2019,48700601,5,487,6,1,3,1,1,1,3,1,Si
1663,2019,48700601,6,487,6,1,3,0,2,2,3,0,No
1664,2019,48700901,1,487,9,1,0,4,2,1,0,4,No
1665,2019,48702801,6,487,28,1,3,0,2,1,3,0,No
1666,2019,48708001,1,487,80,1,0,3,2,1,0,3,No
1667,2019,48708101,1,487,81,1,0,6,2,1,0,6,No
1668,2019,48708201,6,487,82,1,1,0,2,1,1,0,No
1669,2019,48708301,1,487,83,1,2,0,2,1,2,0,No
1670,2019,48801301,6,488,13,1,3,6,2,1,3,6,No
1671,2019,48802701,5,488,27,1,0,1,2,1,0,1,No
1672,2019,48803201,3,488,32,1,5,0,2,1,5,0,No
1673,2019,48803901,3,488,39,1,4,7,2,1,4,7,No
1674,2019,48805101,3,488,51,1,1,0,2,1,1,0,No
1675,2019,48806901,5,488,69,1,3,7,2,1,3,7,No
1676,2019,48807401,4,488,74,1,4,2,2,1,4,2,No
1677,2019,48807701,2,488,77,1,0,5,2,1,0,5,No
1678,2019,48808201,5,488,82,1,0,1,2,1,0,1,No
1679,2019,48808601,7,488,86,1,3,9,2,1,3,9,No
1680,2019,48809101,4,488,91,1,1,2,2,1,1,2,No
1681,2019,48902601,7,489,26,1,0,2,2,1,0,2,No
1682,2019,48902701,4,489,27,1,2,9,2,1,2,9,No
1683,2019,48902901,1,489,29,1,0,4,2,1,0,4,No
1684,2019,48904101,7,489,41,1,4,1,1,1,4,1,Si
1685,2019,48904101,8,489,41,1,2,3,2,2,2,3,No
1686,2019,48905901,4,489,59,1,5,1,1,1,5,1,Si
1687,2019,48905901,5,489,59,1,0,2,2,2,0,2,No
1688,2019,48906101,6,489,61,1,4,7,2,1,4,7,No
1689,2019,49000401,4,490,4,1,3,0,2,1,3,0,No
1690,2019,49000701,4,490,7,1,2,6,2,1,2,6,No
1691,2019,49000801,4,490,8,1,1,7,2,1,1,7,No
1692,2019,49002501,6,490,25,1,0,1,2,1,0,1,No
1693,2019,49002701,4,490,27,1,1,11,2,1,1,11,No
1694,2019,49003501,3,490,35,1,0,4,2,1,0,4,No
1695,2019,49004101,5,490,41,1,5,0,2,1,5,0,No
1696,2019,49007201,6,490,72,1,0,1,1,1,0,1,Si
1697,2019,49007201,7,490,72,1,0,1,2,2,0,1,No
1698,2019,49008201,6,490,82,1,1,7,2,1,1,7,No
1699,2019,49008801,3,490,88,1,0,9,2,1,0,9,No
1700,2019,49009501,2,490,95,1,0,1,2,1,0,1,No
1701,2019,49200201,5,492,2,1,1,2,2,1,1,2,No
1702,2019,49203601,5,492,36,1,3,3,2,1,3,3,No
1703,2019,49205301,1,492,53,1,2,0,2,1,2,0,No
1704,2019,49205501,3,492,55,1,1,0,2,1,1,0,No
1705,2019,49301901,4,493,19,1,5,0,2,1,5,0,No
1706,2019,49302001,3,493,20,1,6,0,1,1,6,0,Si
1707,2019,49302001,4,493,20,1,1,7,2,2,1,7,No
1708,2019,49302101,6,493,21,1,4,0,1,1,4,0,Si
1709,2019,49302101,7,493,21,1,2,6,2,2,2,6,No
1710,2019,49303101,3,493,31,1,1,0,2,1,1,0,No
1711,2019,49303301,4,493,33,1,3,2,2,1,3,2,No
1712,2019,49304701,2,493,47,1,6,0,1,1,6,0,Si
1713,2019,49304701,4,493,47,1,3,0,2,2,3,0,No
1714,2019,49304901,6,493,49,1,4,11,1,1,4,11,Si
1715,2019,49304901,7,493,49,1,2,4,2,2,2,4,No
1716,2019,49405201,5,494,52,1,1,8,2,1,1,8,No
1717,2019,49500201,2,495,2,1,0,9,1,1,0,9,Si
1718,2019,49500201,3,495,2,1,2,0,2,2,2,0,No
1719,2019,49500501,4,495,5,1,3,0,2,1,3,0,No
1720,2019,49502001,6,495,20,1,5,0,2,1,5,0,No
1721,2019,49502501,7,495,25,1,1,0,1,1,1,0,Si
1722,2019,49502501,8,495,25,1,1,0,2,2,1,0,No
1723,2019,49502601,3,495,26,1,0,2,2,1,0,2,No
1724,2019,49502701,3,495,27,1,3,0,2,1,3,0,No
1725,2019,49601501,5,496,15,1,2,6,2,1,2,6,No
1726,2019,49605301,5,496,53,1,1,1,2,1,1,1,No
1727,2019,49605701,5,496,57,1,5,10,2,1,5,10,No
1728,2019,49701101,2,497,11,1,0,4,2,1,0,4,No
1729,2019,49701201,3,497,12,1,1,0,2,1,1,0,No
1730,2019,49704001,2,497,40,1,10,2,2,1,10,2,No
1731,2019,49901601,3,499,16,1,4,3,1,1,4,3,Si
1732,2019,49901601,4,499,16,1,0,2,2,2,0,2,No
1733,2019,49902501,1,499,25,1,2,0,2,1,2,0,No
1734,2019,49905001,3,499,50,1,0,3,2,1,0,3,No
1735,2019,49905301,3,499,53,1,4,10,2,1,4,10,No
1736,2019,49905501,3,499,55,1,9,0,2,1,9,0,No
1737,2019,49905701,3,499,57,1,4,5,2,1,4,5,No
1738,2019,50000801,9,500,8,1,1,3,2,1,1,3,No
1739,2019,50003801,4,500,38,1,0,3,2,1,0,3,No
1740,2019,50004001,4,500,40,1,4,10,2,1,4,10,No
1741,2019,50006201,1,500,62,1,1,3,2,1,1,3,No
1742,2019,50102701,5,501,27,1,4,6,2,1,4,6,No
1743,2019,50104201,5,501,42,1,9,0,2,1,9,0,No
1744,2019,50104501,7,501,45,1,0,1,2,1,0,1,No
1745,2019,50108201,2,501,82,1,0,1,1,1,0,1,Si
1746,2019,50108201,3,501,82,1,0,1,2,2,0,1,No
1747,2019,50300101,5,503,1,1,1,0,2,1,1,0,No
1748,2019,50305801,4,503,58,1,1,11,2,1,1,11,No
1749,2019,50306101,5,503,61,1,0,5,2,1,0,5,No
1750,2019,50403001,4,504,30,1,0,6,2,1,0,6,No
1751,2019,50404701,3,504,47,1,2,9,2,1,2,9,No
1752,2019,50404801,7,504,48,1,0,7,2,1,0,7,No
1753,2019,50404901,4,504,49,1,2,1,1,1,2,1,Si
1754,2019,50404901,5,504,49,1,2,6,2,2,2,6,No
1755,2019,50500701,3,505,7,1,5,6,2,1,5,6,No
1756,2019,50500901,3,505,9,1,0,3,2,1,0,3,No
1757,2019,50501001,4,505,10,1,2,3,2,1,2,3,No
1758,2019,50505501,4,505,55,1,0,2,2,1,0,2,No
1759,2019,50506001,4,505,60,1,1,8,2,1,1,8,No
1760,2019,50602501,5,506,25,1,0,6,2,1,0,6,No
1761,2019,50603001,6,506,30,1,2,2,2,1,2,2,No
1762,2019,50701001,5,507,10,1,2,3,2,1,2,3,No
1763,2019,50704601,4,507,46,1,0,6,2,1,0,6,No
1764,2019,50705501,3,507,55,1,4,0,2,1,4,0,No
1765,2019,50706901,3,507,69,1,4,9,1,1,4,9,Si
1766,2019,50706901,4,507,69,1,1,0,2,2,1,0,No
1767,2019,50801601,1,508,16,1,1,0,2,1,1,0,No
1768,2019,50801901,1,508,19,1,6,3,1,1,6,3,Si
1769,2019,50801901,2,508,19,1,6,3,2,2,6,3,No
1770,2019,50802001,3,508,20,1,3,8,2,1,3,8,No
1771,2019,50802201,1,508,22,1,2,0,2,1,2,0,No
1772,2019,50802301,6,508,23,1,0,8,2,1,0,8,No
1773,2019,50802501,5,508,25,1,4,0,2,1,4,0,No
1774,2019,50804101,2,508,41,1,5,9,1,1,5,9,Si
1775,2019,50804101,3,508,41,1,1,9,2,2,1,9,No
1776,2019,50804201,2,508,42,1,4,3,2,1,4,3,No
1777,2019,50804401,3,508,44,1,0,2,2,1,0,2,No
1778,2019,50804501,5,508,45,1,4,6,1,1,4,6,Si
1779,2019,50804501,6,508,45,1,2,0,2,2,2,0,No
1780,2019,50900301,4,509,3,1,4,8,2,1,4,8,No
1781,2019,50901601,1,509,16,1,2,0,2,1,2,0,No
1782,2019,50902101,2,509,21,1,0,3,2,1,0,3,No
1783,2019,51001101,5,510,11,1,0,2,2,1,0,2,No
1784,2019,51001201,6,510,12,1,4,0,2,1,4,0,No
1785,2019,51001301,6,510,13,1,1,0,2,1,1,0,No
1786,2019,51003501,6,510,35,1,3,5,2,1,3,5,No
1787,2019,51003801,5,510,38,1,0,4,2,1,0,4,No
1788,2019,51006901,3,510,69,1,98,98,2,1,No sabe,No sabe,No
1789,2019,51007001,6,510,70,1,1,2,2,1,1,2,No
1790,2019,51007101,5,510,71,1,4,1,2,1,4,1,No
1791,2019,51007301,4,510,73,1,2,5,2,1,2,5,No
1792,2019,51100801,5,511,8,1,1,0,2,1,1,0,No
1793,2019,51101201,5,511,12,1,5,1,1,1,5,1,Si
1794,2019,51101201,6,511,12,1,3,4,2,2,3,4,No
1795,2019,51101401,4,511,14,1,0,7,2,1,0,7,No
1796,2019,51102101,4,511,21,1,4,10,2,1,4,10,No
1797,2019,51102301,3,511,23,1,2,3,2,1,2,3,No
1798,2019,51203801,3,512,38,1,1,0,2,1,1,0,No
1799,2019,51207301,3,512,73,1,0,6,2,1,0,6,No
1800,2019,51207501,4,512,75,1,1,0,2,1,1,0,No
1801,2019,51300801,3,513,8,1,3,4,2,1,3,4,No
1802,2019,51301001,3,513,10,1,2,1,1,1,2,1,Si
1803,2019,51301001,4,513,10,1,2,1,2,2,2,1,No
1804,2019,51302301,3,513,23,1,2,5,2,1,2,5,No
1805,2019,51302501,2,513,25,1,3,98,2,1,3,No sabe,No
1806,2019,51302901,6,513,29,1,6,2,2,1,6,2,No
1807,2019,51304801,4,513,48,1,5,6,1,1,5,6,Si
1808,2019,51304801,5,513,48,1,2,6,2,2,2,6,No
1809,2019,51305601,3,513,56,1,5,8,1,1,5,8,Si
1810,2019,51305601,4,513,56,1,3,0,2,2,3,0,No
1811,2019,51307001,1,513,70,1,2,8,2,1,2,8,No
1812,2019,51307901,6,513,79,1,5,4,1,1,5,4,Si
1813,2019,51307901,7,513,79,1,3,5,1,2,3,5,Si
1814,2019,51307901,8,513,79,1,1,7,2,3,1,7,No
1815,2019,51309101,4,513,91,1,2,6,2,1,2,6,No
1816,2019,51309501,5,513,95,1,2,11,1,1,2,11,Si
1817,2019,51309501,6,513,95,1,0,8,2,2,0,8,No
1818,2019,51403801,5,514,38,1,1,0,2,1,1,0,No
1819,2019,51404301,8,514,43,1,2,0,2,1,2,0,No
1820,2019,51500401,1,515,4,1,2,11,2,1,2,11,No
1821,2019,51500901,3,515,9,1,7,98,1,1,7,No sabe,Si
1822,2019,51500901,4,515,9,1,6,98,1,2,6,No sabe,Si
1823,2019,51500901,5,515,9,1,1,98,2,3,1,No sabe,No
1824,2019,51504801,4,515,48,1,10,11,1,1,10,11,Si
1825,2019,51504801,5,515,48,1,8,8,1,2,8,8,Si
1826,2019,51504801,6,515,48,1,3,5,2,3,3,5,No
1827,2019,51601001,4,516,10,1,4,0,2,1,4,0,No
1828,2019,51604201,5,516,42,1,3,5,2,1,3,5,No
1829,2019,51700401,5,517,4,1,4,7,1,1,4,7,Si
1830,2019,51700401,6,517,4,1,0,7,2,2,0,7,No
1831,2019,51707001,5,517,70,1,2,98,2,1,2,No sabe,No
1832,2019,51707601,1,517,76,1,1,0,2,1,1,0,No
1833,2019,51708601,5,517,86,1,0,11,1,1,0,11,Si
1834,2019,51708601,8,517,86,1,6,0,1,2,6,0,Si
1835,2019,51708601,9,517,86,1,4,0,2,3,4,0,No
1836,2019,51807401,3,518,74,1,3,0,2,1,3,0,No
1837,2019,51901101,5,519,11,1,4,0,2,1,4,0,No
1838,2019,51901201,4,519,12,1,1,3,2,1,1,3,No
1839,2019,51901401,6,519,14,1,5,6,2,1,5,6,No
1840,2019,51908301,4,519,83,1,4,5,2,1,4,5,No
1841,2019,51908501,5,519,85,1,0,1,2,1,0,1,No
1842,2019,51908601,5,519,86,1,0,9,2,1,0,9,No
1843,2019,51908701,6,519,87,1,0,9,2,1,0,9,No
1844,2019,51910101,5,519,101,1,1,0,2,1,1,0,No
1845,2019,51910201,3,519,102,1,4,1,1,1,4,1,Si
1846,2019,51910201,4,519,102,1,3,1,2,2,3,1,No
1847,2019,52101501,3,521,15,1,2,0,2,1,2,0,No
1848,2019,52102301,4,521,23,1,5,5,2,1,5,5,No
1849,2019,52105801,7,521,58,1,0,1,2,1,0,1,No
1850,2019,52110601,6,521,106,1,3,0,1,1,3,0,Si
1851,2019,52110601,7,521,106,1,1,8,2,2,1,8,No
1852,2019,52212601,5,522,126,1,3,0,2,1,3,0,No
1853,2019,52214901,4,522,149,1,1,0,2,1,1,0,No
1854,2019,52617801,2,526,178,1,2,6,1,1,2,6,Si
1855,2019,52617801,3,526,178,1,0,6,2,2,0,6,No
1856,2019,52712501,4,527,125,1,0,9,2,1,0,9,No
1857,2019,52908801,3,529,88,1,6,0,1,1,6,0,Si
1858,2019,52908801,4,529,88,1,1,0,2,2,1,0,No
1859,2019,53009301,5,530,93,1,0,4,2,1,0,4,No
1860,2019,53010401,5,530,104,1,1,0,2,1,1,0,No
1861,2019,53012601,4,530,126,1,2,0,2,1,2,0,No
1862,2019,53112401,5,531,124,1,2,6,2,1,2,6,No
1863,2019,53201501,4,532,15,1,2,0,2,1,2,0,No
1864,2019,53211401,4,532,114,1,1,2,2,1,1,2,No
1865,2019,53313701,4,533,137,1,3,0,1,1,3,0,Si
1866,2019,53313701,5,533,137,1,1,0,2,2,1,0,No
1867,2019,53514801,4,535,148,1,2,0,1,1,2,0,Si
1868,2019,53514801,5,535,148,1,1,0,2,2,1,0,No
1869,2019,53804601,5,538,46,1,1,4,2,1,1,4,No
1870,2019,53806001,5,538,60,1,0,7,2,1,0,7,No
1871,2019,53807401,4,538,74,1,4,0,2,1,4,0,No
1872,2019,54006701,6,540,67,1,1,0,2,1,1,0,No
1873,2019,54103401,5,541,34,1,1,0,2,1,1,0,No
1874,2019,54116201,6,541,162,1,0,4,2,1,0,4,No
1875,2019,54204901,2,542,49,1,4,0,2,1,4,0,No
1876,2019,54210701,3,542,107,1,1,2,2,1,1,2,No
1877,2019,54213701,3,542,137,1,3,0,2,1,3,0,No
1878,2019,54306801,4,543,68,1,0,6,2,1,0,6,No
1879,2019,54307801,4,543,78,1,1,0,2,1,1,0,No
1880,2019,54309201,4,543,92,1,1,6,2,1,1,6,No
1881,2019,54311201,3,543,112,1,3,0,2,1,3,0,No
1882,2019,54311901,4,543,119,1,3,4,2,1,3,4,No
1883,2019,54604001,3,546,40,1,3,0,2,1,3,0,No
1884,2019,54607301,4,546,73,1,2,3,2,1,2,3,No
1885,2019,54701001,5,547,10,1,1,0,2,1,1,0,No
1886,2019,54701201,5,547,12,1,4,0,2,1,4,0,No
1887,2019,54701901,4,547,19,1,6,4,1,1,6,4,Si
1888,2019,54701901,5,547,19,1,11,0,2,2,11,0,No
