,PS_WAWAWASI-ID1-anho,PS_WAWAWASI-HHID-identificacion_cuestionario_del_hogar,PS_WAWAWASI-HVIDX-numero_de_orden_en_el_hogar,PS_WAWAWASI-QHCLUSTER-conglomerado,PS_WAWAWASI-QHNUMBER-vivienda_seleccionada,PS_WAWAWASI-QHHOME-hogar_seleccionado,PS_WAWAWASI-PS107_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_WAWAWASI-PS107_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_WAWAWASI-PS107_1S-alguien_mas_es_beneficiario,PS_WAWAWASI-PS6-numero_de_orden,PS_WAWAWASI-PS107_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_WAWAWASI-PS107_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_WAWAWASI-PS107_1S-alguien_mas_es_beneficiario_LABEL
415,2019,175117401,4,1751,174,1,0,3,2,2,0,3,No
416,2019,175418501,5,1754,185,1,0,1,2,1,0,1,No
417,2019,175702401,5,1757,24,1,1,0,2,1,1,0,No
418,2019,175807101,5,1758,71,1,0,1,2,1,0,1,No
419,2019,175808301,4,1758,83,1,1,0,2,1,1,0,No
420,2019,175907401,2,1759,74,1,0,1,2,1,0,1,No
421,2019,175907701,3,1759,77,1,0,8,2,1,0,8,No
422,2019,176002701,7,1760,27,1,0,3,2,1,0,3,No
423,2019,176004301,3,1760,43,1,0,8,2,1,0,8,No
424,2019,176107401,5,1761,74,1,0,5,2,1,0,5,No
425,2019,176112901,4,1761,129,1,0,1,2,1,0,1,No
426,2019,176206001,4,1762,60,1,0,3,2,1,0,3,No
427,2019,176209701,6,1762,97,1,0,9,2,1,0,9,No
428,2019,176306201,4,1763,62,1,2,2,2,1,2,2,No
429,2019,176310801,4,1763,108,1,0,1,2,1,0,1,No
430,2019,176402801,4,1764,28,1,1,0,2,1,1,0,No
431,2019,176502501,5,1765,25,1,0,8,2,1,0,8,No
432,2019,176700101,4,1767,1,1,0,4,2,1,0,4,No
433,2019,176903701,4,1769,37,1,0,9,2,1,0,9,No
434,2019,176913501,7,1769,135,1,2,3,2,1,2,3,No
435,2019,177006301,3,1770,63,1,0,3,2,1,0,3,No
436,2019,177300801,3,1773,8,1,0,5,2,1,0,5,No
437,2019,177301001,3,1773,10,1,1,5,2,1,1,5,No
438,2019,177311401,5,1773,114,1,0,7,2,1,0,7,No
439,2019,177409601,4,1774,96,1,2,0,2,1,2,0,No
440,2019,177409701,4,1774,97,1,1,0,2,1,1,0,No
441,2019,177409801,6,1774,98,1,0,4,2,1,0,4,No
442,2019,177417101,5,1774,171,1,0,3,2,1,0,3,No
443,2019,177417401,5,1774,174,1,0,8,2,1,0,8,No
444,2019,177500801,3,1775,8,1,0,3,2,1,0,3,No
445,2019,178000601,3,1780,6,1,0,6,2,1,0,6,No
446,2019,178005401,3,1780,54,1,1,10,2,1,1,10,No
447,2019,178110401,4,1781,104,1,0,2,2,1,0,2,No
448,2019,178401301,5,1784,13,1,1,9,2,1,1,9,No
449,2019,178410101,4,1784,101,1,0,5,2,1,0,5,No
450,2019,179804201,4,1798,42,1,0,1,2,1,0,1,No
451,2019,180300901,8,1803,9,1,1,7,2,1,1,7,No
452,2019,180800801,3,1808,8,1,0,3,2,1,0,3,No
453,2019,182714101,4,1827,141,1,0,2,2,1,0,2,No
454,2019,182900401,7,1829,4,1,0,1,2,1,0,1,No
455,2019,182908001,3,1829,80,1,2,8,2,1,2,8,No
456,2019,183308601,4,1833,86,1,0,3,2,1,0,3,No
457,2019,183405001,2,1834,50,1,0,3,2,1,0,3,No
458,2019,183803801,3,1838,38,1,2,9,2,1,2,9,No
459,2019,183807101,3,1838,71,1,1,4,2,1,1,4,No
460,2019,183808401,4,1838,84,1,1,0,2,1,1,0,No
461,2019,184105501,6,1841,55,1,2,3,2,1,2,3,No
462,2019,184201101,7,1842,11,1,1,0,2,1,1,0,No
463,2019,184205501,4,1842,55,1,0,3,2,1,0,3,No
464,2019,184209301,5,1842,93,1,2,0,2,1,2,0,No
465,2019,184408901,5,1844,89,1,0,10,2,1,0,10,No
466,2019,184409601,4,1844,96,1,1,5,2,1,1,5,No
467,2019,184603301,3,1846,33,1,0,1,2,1,0,1,No
468,2019,184901701,5,1849,17,1,0,5,2,1,0,5,No
469,2019,185500801,10,1855,8,1,1,6,2,1,1,6,No
470,2019,185907401,3,1859,74,1,0,4,2,1,0,4,No
471,2019,186105701,6,1861,57,1,0,7,2,1,0,7,No
472,2019,186802501,4,1868,25,1,0,1,2,1,0,1,No
473,2019,187007301,3,1870,73,1,0,1,2,1,0,1,No
474,2019,187105101,4,1871,51,1,0,1,2,1,0,1,No
475,2019,187403501,3,1874,35,1,0,6,2,1,0,6,No
476,2019,187703001,6,1877,30,1,1,0,2,1,1,0,No
477,2019,187712601,4,1877,126,1,0,2,2,1,0,2,No
478,2019,187900601,7,1879,6,1,0,9,2,1,0,9,No
479,2019,187904401,4,1879,44,1,1,0,2,1,1,0,No
480,2019,187909301,3,1879,93,1,1,8,2,1,1,8,No
481,2019,188102701,5,1881,27,1,0,6,2,1,0,6,No
482,2019,188110501,4,1881,105,1,0,6,2,1,0,6,No
483,2019,188112901,3,1881,129,1,0,1,2,1,0,1,No
484,2019,188303501,4,1883,35,1,2,0,1,1,2,0,Si
485,2019,188303501,5,1883,35,1,1,0,2,2,1,0,No
486,2019,188305201,7,1883,52,1,1,6,2,1,1,6,No
487,2019,188308301,2,1883,83,1,0,3,2,1,0,3,No
488,2019,188507401,3,1885,74,1,0,11,2,1,0,11,No
489,2019,190704901,3,1907,49,1,0,1,2,1,0,1,No
490,2019,192208601,3,1922,86,1,1,0,2,1,1,0,No
491,2019,192706701,4,1927,67,1,0,8,2,1,0,8,No
492,2019,192708801,6,1927,88,1,1,10,2,1,1,10,No
493,2019,193208001,3,1932,80,1,1,7,2,1,1,7,No
494,2019,193609101,3,1936,91,1,2,6,1,1,2,6,Si
495,2019,193609101,4,1936,91,1,0,6,2,2,0,6,No
496,2019,194700601,8,1947,6,1,1,4,2,1,1,4,No
497,2019,195209201,4,1952,92,1,2,7,2,1,2,7,No
498,2019,195503501,2,1955,35,1,2,0,2,1,2,0,No
499,2019,195508901,4,1955,89,1,2,0,2,1,2,0,No
500,2019,196004301,5,1960,43,1,1,1,2,1,1,1,No
501,2019,196300301,3,1963,3,1,1,6,2,1,1,6,No
502,2019,197705701,7,1977,57,1,0,6,2,1,0,6,No
503,2019,197911501,3,1979,115,1,1,0,2,1,1,0,No
504,2019,198500901,4,1985,9,1,0,6,2,1,0,6,No
505,2019,198703301,3,1987,33,1,1,9,2,1,1,9,No
506,2019,198711501,3,1987,115,1,0,2,2,1,0,2,No
507,2019,202406101,3,2024,61,1,2,0,2,1,2,0,No
508,2019,205512401,3,2055,124,1,0,1,2,1,0,1,No
509,2019,206201101,6,2062,11,1,0,10,2,1,0,10,No
510,2019,206419401,3,2064,194,1,0,1,2,1,0,1,No
511,2019,206601202,3,2066,12,2,0,8,2,1,0,8,No
512,2019,207002001,4,2070,20,1,0,8,2,1,0,8,No
513,2019,207010501,2,2070,105,1,0,1,2,1,0,1,No
514,2019,207010701,4,2070,107,1,0,5,2,1,0,5,No
515,2019,208106501,3,2081,65,1,2,0,2,1,2,0,No
516,2019,208500401,3,2085,4,1,2,2,2,1,2,2,No
517,2019,208707401,4,2087,74,1,2,1,2,1,2,1,No
518,2019,208800401,6,2088,4,1,1,5,2,1,1,5,No
519,2019,208818101,4,2088,181,1,0,1,2,1,0,1,No
520,2019,208819201,4,2088,192,1,1,0,2,1,1,0,No
521,2019,209100401,12,2091,4,1,0,3,2,1,0,3,No
522,2019,209103301,3,2091,33,1,0,11,2,1,0,11,No
523,2019,209105801,5,2091,58,1,0,8,2,1,0,8,No
524,2019,209204901,2,2092,49,1,0,9,2,1,0,9,No
525,2019,209403001,5,2094,30,1,0,5,2,1,0,5,No
526,2019,209408701,4,2094,87,1,0,6,2,1,0,6,No
527,2019,209500401,4,2095,4,1,2,5,2,1,2,5,No
528,2019,209505801,4,2095,58,1,0,1,2,1,0,1,No
529,2019,209509301,2,2095,93,1,0,1,1,1,0,1,Si
530,2019,209509301,3,2095,93,1,0,1,2,2,0,1,No
531,2019,209509801,4,2095,98,1,1,9,2,1,1,9,No
532,2019,209610701,6,2096,107,1,1,0,2,1,1,0,No
533,2019,209612301,4,2096,123,1,1,9,2,1,1,9,No
534,2019,209701201,7,2097,12,1,0,2,2,1,0,2,No
535,2019,209701601,5,2097,16,1,0,9,2,1,0,9,No
536,2019,209716601,4,2097,166,1,0,2,2,1,0,2,No
537,2019,209800701,6,2098,7,1,0,2,2,1,0,2,No
538,2019,210202001,4,2102,20,1,0,4,2,1,0,4,No
539,2019,210704201,4,2107,42,1,1,6,2,1,1,6,No
540,2019,210704301,5,2107,43,1,2,1,2,1,2,1,No
541,2019,211402001,5,2114,20,1,0,1,2,1,0,1,No
542,2019,211402701,8,2114,27,1,0,2,2,1,0,2,No
543,2019,212301901,4,2123,19,1,0,6,2,1,0,6,No
544,2019,212307001,6,2123,70,1,0,8,2,1,0,8,No
545,2019,212313701,7,2123,137,1,1,5,2,1,1,5,No
546,2019,212404801,6,2124,48,1,1,0,2,1,1,0,No
547,2019,212703201,5,2127,32,1,1,2,1,1,1,2,Si
548,2019,212703201,8,2127,32,1,1,2,2,2,1,2,No
549,2019,212804401,4,2128,44,1,0,3,2,1,0,3,No
550,2019,212804501,6,2128,45,1,0,6,2,1,0,6,No
551,2019,212902001,5,2129,20,1,1,3,1,1,1,3,Si
552,2019,212902001,7,2129,20,1,0,3,2,2,0,3,No
553,2019,212902901,5,2129,29,1,0,1,2,1,0,1,No
554,2019,212903401,3,2129,34,1,1,8,2,1,1,8,No
555,2019,212906301,8,2129,63,1,0,1,2,1,0,1,No
556,2019,212908601,3,2129,86,1,0,11,2,1,0,11,No
557,2019,213002301,6,2130,23,1,0,6,2,1,0,6,No
558,2019,213004301,5,2130,43,1,0,2,2,1,0,2,No
559,2019,213005001,4,2130,50,1,1,0,2,1,1,0,No
560,2019,213006301,2,2130,63,1,1,4,2,1,1,4,No
561,2019,214806701,4,2148,67,1,0,6,2,1,0,6,No
562,2019,215106801,4,2151,68,1,0,6,2,1,0,6,No
563,2019,215201501,5,2152,15,1,1,0,2,1,1,0,No
564,2019,217501301,4,2175,13,1,2,0,2,1,2,0,No
565,2019,217512701,3,2175,127,1,1,2,2,1,1,2,No
566,2019,219809601,12,2198,96,1,0,4,2,1,0,4,No
567,2019,219905301,5,2199,53,1,1,3,2,1,1,3,No
568,2019,220006001,5,2200,60,1,0,7,2,1,0,7,No
569,2019,221908101,5,2219,81,1,0,8,2,1,0,8,No
570,2019,222701001,3,2227,10,1,1,0,2,1,1,0,No
571,2019,222909701,4,2229,97,1,0,3,2,1,0,3,No
572,2019,223003701,4,2230,37,1,1,6,2,1,1,6,No
573,2019,224905001,3,2249,50,1,1,5,2,1,1,5,No
574,2019,225110201,5,2251,102,1,1,7,2,1,1,7,No
575,2019,225300601,8,2253,6,1,0,6,2,1,0,6,No
576,2019,225313101,4,2253,131,1,1,4,1,1,1,4,Si
577,2019,225313101,5,2253,131,1,1,4,2,2,1,4,No
578,2019,226705201,3,2267,52,1,0,3,2,1,0,3,No
579,2019,226903701,3,2269,37,1,1,3,2,1,1,3,No
580,2019,226904201,5,2269,42,1,1,0,2,1,1,0,No
581,2019,228305501,4,2283,55,1,1,2,2,1,1,2,No
582,2019,228310701,3,2283,107,1,1,0,2,1,1,0,No
583,2019,228503901,4,2285,39,1,2,0,1,1,2,0,Si
584,2019,228503901,5,2285,39,1,2,0,2,2,2,0,No
585,2019,228506901,3,2285,69,1,0,8,1,1,0,8,Si
586,2019,228506901,4,2285,69,1,0,8,2,2,0,8,No
587,2019,228510501,5,2285,105,1,0,8,2,1,0,8,No
588,2019,228610401,5,2286,104,1,0,3,2,1,0,3,No
589,2019,228803301,5,2288,33,1,0,1,2,1,0,1,No
590,2019,228915301,3,2289,153,1,0,4,2,1,0,4,No
591,2019,228915401,3,2289,154,1,0,10,2,1,0,10,No
592,2019,230608001,3,2306,80,1,2,6,2,1,2,6,No
593,2019,230801601,2,2308,16,1,0,1,2,1,0,1,No
594,2019,231906801,5,2319,68,1,0,3,2,1,0,3,No
595,2019,234007401,5,2340,74,1,1,0,2,1,1,0,No
596,2019,234209801,5,2342,98,1,0,7,2,1,0,7,No
597,2019,234913101,8,2349,131,1,0,9,2,1,0,9,No
598,2019,238505301,4,2385,53,1,0,6,2,1,0,6,No
599,2019,239104401,3,2391,44,1,0,7,2,1,0,7,No
600,2019,240606501,8,2406,65,1,0,1,2,1,0,1,No
601,2019,241111701,5,2411,117,1,0,7,2,1,0,7,No
602,2019,241802501,4,2418,25,1,0,1,2,1,0,1,No
603,2019,242111201,4,2421,112,1,0,1,2,1,0,1,No
604,2019,242406301,3,2424,63,1,0,4,2,1,0,4,No
605,2019,242809801,3,2428,98,1,0,5,2,1,0,5,No
606,2019,246009302,3,2460,93,2,0,4,2,1,0,4,No
607,2019,246806201,5,2468,62,1,0,7,2,1,0,7,No
608,2019,251803301,9,2518,33,1,0,7,1,1,0,7,Si
609,2019,251803301,11,2518,33,1,1,6,2,2,1,6,No
610,2019,252217601,4,2522,176,1,0,2,2,1,0,2,No
611,2019,252400701,5,2524,7,1,0,3,2,1,0,3,No
612,2019,252407401,5,2524,74,1,0,1,2,1,0,1,No
613,2019,253401101,4,2534,11,1,0,1,2,1,0,1,No
614,2019,255603901,3,2556,39,1,0,5,2,1,0,5,No
615,2019,259200603,3,2592,6,3,0,6,2,1,0,6,No
616,2019,260003701,5,2600,37,1,0,5,2,1,0,5,No
617,2019,262310701,5,2623,107,1,0,7,2,1,0,7,No
618,2019,263301901,5,2633,19,1,0,5,2,1,0,5,No
619,2019,263403001,6,2634,30,1,1,9,2,1,1,9,No
620,2019,263411301,3,2634,113,1,0,4,2,1,0,4,No
621,2019,264606501,6,2646,65,1,1,6,2,1,1,6,No
622,2019,265006901,4,2650,69,1,0,2,2,1,0,2,No
623,2019,265107601,4,2651,76,1,0,2,2,1,0,2,No
624,2019,265509001,3,2655,90,1,0,9,2,1,0,9,No
625,2019,266200401,5,2662,4,1,2,4,2,1,2,4,No
626,2019,267608001,5,2676,80,1,1,6,2,1,1,6,No
627,2019,268901301,3,2689,13,1,0,9,2,1,0,9,No
628,2019,268905901,4,2689,59,1,1,11,2,1,1,11,No
629,2019,269110101,8,2691,101,1,0,2,2,1,0,2,No
630,2019,269700601,7,2697,6,1,0,4,2,1,0,4,No
631,2019,269714401,10,2697,144,1,1,7,2,1,1,7,No
632,2019,269801401,4,2698,14,1,0,6,2,1,0,6,No
633,2019,269802001,5,2698,20,1,2,11,2,1,2,11,No
634,2019,269907701,3,2699,77,1,0,1,2,1,0,1,No
635,2019,270409401,8,2704,94,1,0,1,2,1,0,1,No
636,2019,271302201,7,2713,22,1,1,11,2,1,1,11,No
637,2019,273006301,5,2730,63,1,2,0,2,1,2,0,No
638,2019,278506401,3,2785,64,1,0,7,2,1,0,7,No
639,2019,278706201,4,2787,62,1,0,1,2,1,0,1,No
640,2019,279100501,3,2791,5,1,0,3,2,1,0,3,No
641,2019,279801201,5,2798,12,1,0,6,2,1,0,6,No
642,2019,279810901,4,2798,109,1,0,5,2,1,0,5,No
643,2019,280111201,5,2801,112,1,0,9,2,1,0,9,No
644,2019,280204101,4,2802,41,1,0,1,2,1,0,1,No
645,2019,280406801,4,2804,68,1,1,2,2,1,1,2,No
646,2019,280411101,3,2804,111,1,0,9,2,1,0,9,No
647,2019,280613901,4,2806,139,1,1,3,2,1,1,3,No
648,2019,280807001,3,2808,70,1,0,2,2,1,0,2,No
649,2019,282107201,3,2821,72,1,1,11,2,1,1,11,No
650,2019,282305801,7,2823,58,1,1,2,2,1,1,2,No
651,2019,282407601,4,2824,76,1,0,7,2,1,0,7,No
652,2019,282609501,4,2826,95,1,0,5,2,1,0,5,No
653,2019,282801801,3,2828,18,1,0,3,2,1,0,3,No
654,2019,283300501,4,2833,5,1,0,6,2,1,0,6,No
655,2019,283306101,4,2833,61,1,0,4,2,1,0,4,No
656,2019,284304501,3,2843,45,1,2,0,2,1,2,0,No
657,2019,284403801,5,2844,38,1,0,3,2,1,0,3,No
658,2019,284709101,3,2847,91,1,2,6,2,1,2,6,No
659,2019,284713601,3,2847,136,1,0,2,2,1,0,2,No
660,2019,284802101,5,2848,21,1,1,3,2,1,1,3,No
661,2019,284808101,3,2848,81,1,0,6,2,1,0,6,No
662,2019,284900201,6,2849,2,1,0,5,2,1,0,5,No
663,2019,285206201,5,2852,62,1,1,0,2,1,1,0,No
664,2019,285209601,6,2852,96,1,1,4,2,1,1,4,No
665,2019,285209801,3,2852,98,1,0,10,2,1,0,10,No
666,2019,285302201,6,2853,22,1,0,1,2,1,0,1,No
667,2019,285511601,3,2855,116,1,1,7,2,1,1,7,No
668,2019,285512001,4,2855,120,1,0,1,2,1,0,1,No
669,2019,285513901,4,2855,139,1,1,2,2,1,1,2,No
670,2019,285600701,4,2856,7,1,2,0,2,1,2,0,No
671,2019,285802901,4,2858,29,1,0,1,2,1,0,1,No
672,2019,285804601,5,2858,46,1,0,4,2,1,0,4,No
673,2019,285805601,5,2858,56,1,0,3,2,1,0,3,No
674,2019,285806101,6,2858,61,1,1,0,2,1,1,0,No
675,2019,285901401,3,2859,14,1,1,8,2,1,1,8,No
676,2019,285905401,3,2859,54,1,0,3,2,1,0,3,No
677,2019,286000401,3,2860,4,1,0,8,2,1,0,8,No
678,2019,286003201,4,2860,32,1,0,8,2,1,0,8,No
679,2019,286003701,3,2860,37,1,1,9,2,1,1,9,No
680,2019,286004701,4,2860,47,1,2,0,2,1,2,0,No
681,2019,286807501,6,2868,75,1,2,0,2,1,2,0,No
682,2019,287210801,5,2872,108,1,0,4,2,1,0,4,No
683,2019,287406701,7,2874,67,1,0,7,2,1,0,7,No
684,2019,287901001,6,2879,10,1,0,3,2,1,0,3,No
685,2019,287902001,3,2879,20,1,0,6,2,1,0,6,No
686,2019,288405501,4,2884,55,1,1,4,2,1,1,4,No
687,2019,288902601,3,2889,26,1,0,7,2,1,0,7,No
688,2019,288905601,3,2889,56,1,0,7,2,1,0,7,No
689,2019,289402101,4,2894,21,1,0,7,2,1,0,7,No
690,2019,289402501,6,2894,25,1,0,3,2,1,0,3,No
691,2019,290000201,3,2900,2,1,0,4,2,1,0,4,No
692,2019,293511901,7,2935,119,1,0,9,2,1,0,9,No
693,2019,294401601,4,2944,16,1,0,3,2,1,0,3,No
694,2019,296014301,3,2960,143,1,1,6,2,1,1,6,No
695,2019,296107401,2,2961,74,1,1,10,2,1,1,10,No
696,2019,296509201,3,2965,92,1,0,7,2,1,0,7,No
697,2019,297006101,4,2970,61,1,0,8,2,1,0,8,No
698,2019,297201401,4,2972,14,1,0,9,2,1,0,9,No
699,2019,297210101,3,2972,101,1,0,4,2,1,0,4,No
700,2019,297406701,4,2974,67,1,2,2,2,1,2,2,No
701,2019,297504101,5,2975,41,1,1,0,2,1,1,0,No
702,2019,299502701,4,2995,27,1,2,1,2,1,2,1,No
703,2019,300203301,5,3002,33,1,1,0,2,1,1,0,No
704,2019,300204901,3,3002,49,1,0,6,2,1,0,6,No
705,2019,300912901,4,3009,129,1,2,0,2,1,2,0,No
706,2019,301102801,3,3011,28,1,1,6,2,1,1,6,No
707,2019,302904901,5,3029,49,1,0,2,2,1,0,2,No
708,2019,303312101,6,3033,121,1,2,1,2,1,2,1,No
709,2019,303605601,5,3036,56,1,0,10,2,1,0,10,No
710,2019,304011401,3,3040,114,1,1,0,2,1,1,0,No
711,2019,304209201,3,3042,92,1,2,0,2,1,2,0,No
712,2019,304917401,5,3049,174,1,0,8,2,1,0,8,No
713,2019,307311701,2,3073,117,1,1,9,2,1,1,9,No
714,2019,307502901,3,3075,29,1,1,0,2,1,1,0,No
715,2019,307510301,4,3075,103,1,1,10,2,1,1,10,No
716,2019,307906401,6,3079,64,1,0,2,2,1,0,2,No
717,2019,308011701,3,3080,117,1,1,6,2,1,1,6,No
718,2019,308513301,4,3085,133,1,0,4,2,1,0,4,No
719,2019,308513302,4,3085,133,2,1,0,2,1,1,0,No
720,2019,308611601,7,3086,116,1,0,6,2,1,0,6,No
721,2019,309108501,4,3091,85,1,0,4,2,1,0,4,No
722,2019,309407201,4,3094,72,1,0,7,2,1,0,7,No
723,2019,309907701,3,3099,77,1,0,6,2,1,0,6,No
724,2019,310305401,5,3103,54,1,1,0,2,1,1,0,No
725,2019,311003501,3,3110,35,1,0,2,2,1,0,2,No
726,2019,311909001,3,3119,90,1,0,9,2,1,0,9,No
727,2019,312212001,4,3122,120,1,1,6,2,1,1,6,No
728,2019,312406501,3,3124,65,1,0,8,2,1,0,8,No
729,2019,312500901,3,3125,9,1,2,0,2,1,2,0,No
730,2019,312501001,4,3125,10,1,0,7,2,1,0,7,No
731,2019,312601201,4,3126,12,1,1,9,2,1,1,9,No
732,2019,313208801,3,3132,88,1,0,3,2,1,0,3,No
733,2019,313911201,3,3139,112,1,1,0,2,1,1,0,No
734,2019,314310701,6,3143,107,1,1,0,2,1,1,0,No
735,2019,314511601,7,3145,116,1,1,0,2,1,1,0,No
736,2019,314615103,3,3146,151,3,0,3,2,1,0,3,No
737,2019,315008301,3,3150,83,1,1,1,2,1,1,1,No
738,2019,315107501,4,3151,75,1,1,10,1,1,1,10,Si
739,2019,315107501,5,3151,75,1,0,3,2,2,0,3,No
740,2019,315815001,3,3158,150,1,0,2,2,1,0,2,No
741,2019,316107002,4,3161,70,2,0,5,2,1,0,5,No
742,2019,316401201,6,3164,12,1,1,1,2,1,1,1,No
743,2019,316412901,6,3164,129,1,0,2,2,1,0,2,No
744,2019,316503101,6,3165,31,1,0,1,2,1,0,1,No
745,2019,316505401,4,3165,54,1,0,2,2,1,0,2,No
746,2019,316910501,5,3169,105,1,0,9,2,1,0,9,No
747,2019,317006901,5,3170,69,1,0,10,2,1,0,10,No
748,2019,317011001,3,3170,110,1,0,7,2,1,0,7,No
749,2019,317014001,4,3170,140,1,0,8,2,1,0,8,No
750,2019,317109201,3,3171,92,1,1,0,2,1,1,0,No
751,2019,317506001,4,3175,60,1,1,5,2,1,1,5,No
752,2019,317803501,4,3178,35,1,1,8,2,1,1,8,No
753,2019,318000101,5,3180,1,1,0,9,2,1,0,9,No
754,2019,318117101,7,3181,171,1,0,5,2,1,0,5,No
755,2019,318500201,4,3185,2,1,0,10,2,1,0,10,No
756,2019,318707701,4,3187,77,1,0,4,2,1,0,4,No
757,2019,319201001,5,3192,10,1,0,9,2,1,0,9,No
758,2019,319617001,4,3196,170,1,0,2,2,1,0,2,No
759,2019,319806801,10,3198,68,1,0,5,2,1,0,5,No
760,2019,320120101,7,3201,201,1,0,11,2,1,0,11,No
761,2019,321102201,8,3211,22,1,2,0,2,1,2,0,No
762,2019,323118901,7,3231,189,1,0,3,1,1,0,3,Si
763,2019,323118901,9,3231,189,1,0,3,2,2,0,3,No
764,2019,323904901,7,3239,49,1,0,10,2,1,0,10,No
765,2019,323907301,4,3239,73,1,0,7,2,1,0,7,No
