Nº,VARIABLE,DESCRIPCIÓN DE LAS VARIABLES,TIPO DE CARÁCTER,LONGITUD,RANGO DE VARIACIÓN,VALORES,DESCRIPCIÓN DE LAS ALTERNATIVAS,OBS
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",44,Río,VALOR NULL
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",51,Quemar,VALOR NULL
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",61,Enterrar,VALOR NULL
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",71,Hacer abono,VALOR NULL
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",81,Uso para alimentar a los animales,VALOR NULL
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",96,Otro,VALOR NULL
90,SH58,Dónde tira la basura?,N,2,"11:15, 21:24, 31, 41:44, 51, 61, 71, 81, 96,
98",98,No sabe,VALOR NULL
91,SH59,Con qué frecuencia se recoge la basura?,N,2,1:6,1,Diariamente,VALOR NULL
91,SH59,Con qué frecuencia se recoge la basura?,N,2,1:6,2,Varias veces durante la semana,VALOR NULL
91,SH59,Con qué frecuencia se recoge la basura?,N,2,1:6,3,Semanal,VALOR NULL
91,SH59,Con qué frecuencia se recoge la basura?,N,2,1:6,4,Cualquier otra semana,VALOR NULL
91,SH59,Con qué frecuencia se recoge la basura?,N,2,1:6,5,Una vez al mes,VALOR NULL
91,SH59,Con qué frecuencia se recoge la basura?,N,2,1:6,6,Tiempo irregular,VALOR NULL
92,SH60,Antes de desechar la basura donde se almacena?,N,1,1:6,1,Contenedor / contenedor de la cubierta,VALOR NULL
92,SH60,Antes de desechar la basura donde se almacena?,N,1,1:6,2,Descubrir receptivo / contener,VALOR NULL
92,SH60,Antes de desechar la basura donde se almacena?,N,1,1:6,3,Bolsas de plástico,VALOR NULL
92,SH60,Antes de desechar la basura donde se almacena?,N,1,1:6,4,Bolsas de papel,VALOR NULL
92,SH60,Antes de desechar la basura donde se almacena?,N,1,1:6,5,No tiene destinatario,VALOR NULL
92,SH60,Antes de desechar la basura donde se almacena?,N,1,1:6,6,Otro,VALOR NULL
93,SH61A,¿Tiene sofá?,N,1,0:1,0,No,
93,SH61A,¿Tiene sofá?,N,1,0:1,1,Si,
94,SH61B,¿Tiene vitrina/aparador?,N,1,0:1,0,No,
94,SH61B,¿Tiene vitrina/aparador?,N,1,0:1,1,Si,
95,SH61C,¿Tiene repostero?,N,1,0:1,0,No,
95,SH61C,¿Tiene repostero?,N,1,0:1,1,Si,
96,SH61D,¿Tiene cómoda/ropero?,N,1,0:1,0,No,
96,SH61D,¿Tiene cómoda/ropero?,N,1,0:1,1,Si,
97,SH61E,¿Tiene reloj de pared?,N,1,0:1,0,No,
97,SH61E,¿Tiene reloj de pared?,N,1,0:1,1,Si,
98,SH61J,¿Tiene televisión por cable?,N,1,0:1,0,No,
98,SH61J,¿Tiene televisión por cable?,N,1,0:1,1,Si,
99,SH61K,¿Tiene licuadora?,N,1,0:1,0,No,
99,SH61K,¿Tiene licuadora?,N,1,0:1,1,Si,
100,SH61L,¿Tiene cocina de gas?,N,1,0:1,0,No,
100,SH61L,¿Tiene cocina de gas?,N,1,0:1,1,Si,
101,SH61M,¿Tiene cocina de kerosene?,N,1,0:1,0,No,
101,SH61M,¿Tiene cocina de kerosene?,N,1,0:1,1,Si,
102,SH61N,¿Tiene microondas?,N,1,0:1,0,No,
102,SH61N,¿Tiene microondas?,N,1,0:1,1,Si,
103,SH61O,¿Tiene lavadora?,N,1,0:1,0,No,
103,SH61O,¿Tiene lavadora?,N,1,0:1,1,Si,
104,SH61P,¿Tiene computadora?,N,1,0:1,0,No,
104,SH61P,¿Tiene computadora?,N,1,0:1,1,Si,
105,SH61Q,¿Tiene acceso a Internet en casa?,N,1,0:1,0,No,
105,SH61Q,¿Tiene acceso a Internet en casa?,N,1,0:1,1,Si,
106,SH61R,¿Tiene bomba de agua?,N,1,0:1,0,No,
106,SH61R,¿Tiene bomba de agua?,N,1,0:1,1,Si,
107,SH61S,¿Tiene generador de electricidad?,N,1,0:1,0,No,
107,SH61S,¿Tiene generador de electricidad?,N,1,0:1,1,Si,
108,SH63,¿Utiliza otro tipo de combustible para cocinar?,N,1,0:1,0,No,
108,SH63,¿Utiliza otro tipo de combustible para cocinar?,N,1,0:1,1,Si,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",1,Electricidad,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",2,GLP,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",3,Gas natural,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",5,Kerosene,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",6,Carbón vegetal,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",7,Carbón mineral,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",8,Leña,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",9,Caña arbustos secos,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",10,Residuos agrícolas,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",11,Bosta,
109,SH64,Otro tipo de combustible utilizado para cocinar,N,2,"1:11, 96",96,Otro,
110,SH66,¿La cocina tiene una chimenea o un mecanismo para eliminar el humo?,N,1,0:1,0,No,
110,SH66,¿La cocina tiene una chimenea o un mecanismo para eliminar el humo?,N,1,0:1,1,Si,
111,SH69,El hogar compra combustible para cocinar?,N,1,0:1,0,No,VALOR NULL
111,SH69,El hogar compra combustible para cocinar?,N,1,0:1,1,Si,VALOR NULL
111,SH69,El hogar compra combustible para cocinar?,N,1,0:1,8,No sabe,VALOR NULL
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",1,Electricidad,
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",2,GLP,
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",3,Gas natural,
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",4,Kerosene,
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",5,Velas,
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",6,Batería,
112,SH70,¿Qué tipo de alumbrado utiliza el hogar?,N,2,"1:6, 96",96,Otro,
113,SH71,Número de habitaciones en el hogar,N,2,1:25,,,
114,SH72,Número de habitaciones que usa para dormir,N,2,1:25,,,
115,SXH73,Tiene una red (No 20011),N,1,0:1,0,No,VALOR NULL
115,SXH73,Tiene una red (No 20011),N,1,0:1,1,Si,VALOR NULL
116,SH76A,La vivienda tiene ventanas,N,1,"0:1, 8",0,No,
116,SH76A,La vivienda tiene ventanas,N,1,"0:1, 8",1,Si,
116,SH76A,La vivienda tiene ventanas,N,1,"0:1, 8",8,No sabe,
117,SH76B,Ventanas con cristal,N,1,0:1,0,No,
117,SH76B,Ventanas con cristal,N,1,0:1,1,Si,
118,SH76C,Ventanas de madera,N,1,0:1,0,No,
118,SH76C,Ventanas de madera,N,1,0:1,1,Si,
119,SH76D,Ventanas con malla,N,1,0:1,0,No,
119,SH76D,Ventanas con malla,N,1,0:1,1,Si,
120,SH76E,Ventanas con cortinas/persianas,N,1,0:1,0,No,
120,SH76E,Ventanas con cortinas/persianas,N,1,0:1,1,Si,
121,SH77F,"Otro tipo de transporte (caballos, peque-peque, etc.)",N,1,0:1,0,No,
121,SH77F,"Otro tipo de transporte (caballos, peque-peque, etc.)",N,1,0:1,1,Si,
122,SH78,Algún miembro de su hogar es dueño de tierras agricolas,N,1,"0:1, 8",0,No,HV244
122,SH78,Algún miembro de su hogar es dueño de tierras agricolas,N,1,"0:1, 8",1,Si,HV244
122,SH78,Algún miembro de su hogar es dueño de tierras agricolas,N,1,"0:1, 8",8,No sabe,HV244
123,SH79,Cuantas hectareas (1 decimal),N,4,"0:5010, 9996, 9998",0,Menos de 0.1 hectáreas,
123,SH79,Cuantas hectareas (1 decimal),N,4,"0:5010, 9996, 9998",5010,501+,
123,SH79,Cuantas hectareas (1 decimal),N,4,"0:5010, 9996, 9998",9996,Área dada en otras unidades,
123,SH79,Cuantas hectareas (1 decimal),N,4,"0:5010, 9996, 9998",9998,No sabe,
124,SH224,Prueba de Yodo,N,1,"1:5, 9",1,"Sin coloracion (valor ""0"")",
124,SH224,Prueba de Yodo,N,1,"1:5, 9",2,"Coloracion tenue (valor ""7"")",
124,SH224,Prueba de Yodo,N,1,"1:5, 9",3,"Coloracion azul o morado (valor ""15"")",
124,SH224,Prueba de Yodo,N,1,"1:5, 9",4,"Coloracion morado oscuro (valor ""30"")",
124,SH224,Prueba de Yodo,N,1,"1:5, 9",5,No hay sal en el hogar,
124,SH224,Prueba de Yodo,N,1,"1:5, 9",9,No se pudo realizar la prueba,
125,SH225U,Visualización de la bolsa de sal,N,1,1:2,1,Vista,
125,SH225U,Visualización de la bolsa de sal,N,1,1:2,2,No vista,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",1,Blanquita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",2,Brisal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",3,Chavelita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",4,Chinita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",5,Cholisal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",6,Costeñita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",7,ElChalandelNorte,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",8,Elita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",9,Elitasal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",10,Emsal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",11,Esal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",12,Extrasal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",13,Finita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",14,LaCocinera,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",15,Liberteña,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",16,Marina,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",17,Marisal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",18,Marsal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",19,Mipurita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",20,Norsal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",21,Norteño,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",22,Premium,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",23,Prodesmi,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",24,Purasal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",25,Ricanorteñita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",26,Sabrosita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",29,SalerinNorteño,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",30,SaliSal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",31,Salimar,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",32,Salina,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",33,Supersaladita,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",34,Suprema,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",35,Varsal,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",36,Viva,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",96,Otros,
126,SH225,Marca de sal usada por el hogar,N,2,"1:36, 96, 98",98,No sabe,
127,SH227,Prueba de cloro,N,1,"1:5, 9",1,Mayor o Igual a 0.5 mg/Lt.,
127,SH227,Prueba de cloro,N,1,"1:5, 9",2,De 0.1 mg/Lt. A menos de 0.5 mg/Lt.,
127,SH227,Prueba de cloro,N,1,"1:5, 9",3,0.0 mg/Lt.,
127,SH227,Prueba de cloro,N,1,"1:5, 9",4,"La toman tal como viene del: Rio, Acequia, Pozo, e",
127,SH227,Prueba de cloro,N,1,"1:5, 9",5,Toman agua embotellada,
127,SH227,Prueba de cloro,N,1,"1:5, 9",9,No se pudo realizar la Prueba,
128,QH227A,La muestra fue tomada por:,N,1,1:2,1,El funcionario de la encuesta,
128,QH227A,La muestra fue tomada por:,N,1,1:2,2,El informante,
129,QH227B,La nuestra del agua se extrajo del:,N,1,1:7,1,Grifo o caño,
129,QH227B,La nuestra del agua se extrajo del:,N,1,1:7,2,Cilindro de metal,
129,QH227B,La nuestra del agua se extrajo del:,N,1,1:7,3,Balde o batea de plástico,
129,QH227B,La nuestra del agua se extrajo del:,N,1,1:7,4,Tanque (sin filtro),
129,QH227B,La nuestra del agua se extrajo del:,N,1,1:7,5,Tanque (con filtro),
129,QH227B,La nuestra del agua se extrajo del:,N,1,1:7,7,Otro,
130,HV270,Índice de riqueza,N,8,1:5,1,Los más pobres,
130,HV270,Índice de riqueza,N,8,1:5,2,Pobre,
130,HV270,Índice de riqueza,N,8,1:5,3,Medio,
130,HV270,Índice de riqueza,N,8,1:5,4,Rico,
130,HV270,Índice de riqueza,N,8,1:5,5,Más rico,
131,HV271,Factor de puntuación del índice de riqueza (5 decimales),N,8,,,,
